,Article Title,Category
154,"Spain La Liga results & scorers (20th matchday)



Follow Ahram Online's coverage of Spain La Liga matches of the 2021/2022 season (8/10 January)



",sports
155,"Everton-Leicester the latest match called off in Premier League



Leicester's Premier League match at Everton on Tuesday has been postponed because of a lack of available players at Leicester, the Premier League said Sunday.



",sports
156,"Juve win Roma thriller with incredible comeback, Inter aiming to retake summit



Juventus came back from two goals down to claim a stunning 4-3 win at Roma on Sunday and keep up their bid for Champions League football, while Inter Milan host Lazio aiming to retake top spot in Serie A.



",sports
157,"Germany Bundesliga results & scorers (18th matchday)



Follow Ahram Online's coverage of Germany Bundesliga matches of the 2021/2022 season (7/9 January)



",sports
158,"Sevilla edge Getafe 1-0 to stay close to leader Real Madrid



Sevilla maintained its momentum in the Spanish league on Sunday with a 1-0 win over Getafe to stay close to leader Real Madrid.



",sports
159,"Spurs and Liverpool survive FA Cup scares



Tottenham avoided an embarrassing FA Cup exit at the hands of third-tier Morecambe on Sunday as Liverpool were forced to come from behind to beat lowly Shrewsbury.



",sports
160,"Ibrahimovic matches Ronaldo as Milan beats Venezia



Zlatan Ibrahimovic matched a mark set by Cristiano Ronaldo and Theo Hernandez scored twice as depleted AC Milan won 3-0 at 10-man Venezia to move top of Serie A on Sunday.



",sports
161,"Maguire says Manchester United deserve criticism after sub-par displays



Harry Maguire admits Manchester United deserve criticism for their sub-standard performances this season but has played down rumours of disharmony in the dressing room.
 


",sports
162,"Benzema, Vinicius net braces in Real Madrid rout of Valencia



Karim Benzema and Vinicius Junior each scored a brace of goals as Real Madrid beat Valencia 4-1 and extended its lead of the Spanish league on Saturday.



",sports
163,"Barca held at Granada 1-1, Alves assists in first Liga game



Ten-man Barcelona conceded a late goal to draw at Granada 1-1 on Saturday after Dani Alves set up the opener in his first Spanish league match since returning to the club.



",sports
164,"Leipzig wins; Freiburg, Leverkusen drop points in Bundesliga



Leipzig overcame a host of coronavirus infections to beat 10-man Mainz 4-1, while Freiburg and Bayer Leverkusen dropped points after leading in the Bundesliga on Saturday.



",sports
165,"Pogba return a month away: Manchester United boss Rangnick



Paul Pogba is not expected to return from a thigh injury for at least another month, Manchester United interim manager Ralf Rangnick has confirmed amid mounting speculation over the French midfielder's future.



",sports
166,"Arsenal to wear white jerseys in stand against teen murders



The teenage blood being increasingly shed on the streets of London made Arsenal realize it had to use its platform as an English Premier League club to help curb the scourge of youth violence.



",sports
167,"Man City player Mendy released on bail while awaiting trial



Manchester City player Benjamin Mendy was released from prison on bail on Friday while his trial on rape charges was put back until June at the earliest.



",sports
168,"Coutinho joins Aston Villa on loan from Barcelona



Philippe Coutinho is joining Aston Villa on loan for the rest of the season from Barcelona, the Premier League club announced on Friday.



",sports
169,"Newcastle starts squad rebuilding with signing of Trippier



Newcastle began its first transfer window under Saudi ownership by signing England fullback Kieran Trippier from Atletico Madrid on Friday, highlighting the level of player the club can attract now it is one of the richest in the world.



",sports
170,"Barcelona eye return to La Liga's top four as optimism grows under Xavi



Barcelona could return to La Liga’s Champions League spots for the first time in four months on Saturday as the beginnings of a recovery under Xavi Hernandez appear finally to be taking shape.



",sports
171,"Italy Serie A results & Scorers (20th matchday)



Follow Ahram Online's coverage of Italy Serie A matches of the 2021/2022 season (6 January)



",sports
172,"Roma errors hand AC Milan a 3-1 win



Jose Mourinho was left gesticulating in apparent disapproval after two grievous errors from his Roma players handed AC Milan a 3-1 win in Serie A on Thursday.



",sports
173,"PSG relying on Mbappe's scoring ahead of Lyon game



Paris Saint-Germain's reliance on Kylian Mbappe keeps growing as he keeps scoring.



",sports
174,"COVID outbreak at Man City; 4 Serie A games scrapped



A coronavirus outbreak at Manchester City put manager Pep Guardiola and seven players in isolation while four Serie A teams were ordered into quarantine and unable to play matches on Thursday.



",sports
175,"Richard Arnold to replace Ed Woodward as Man Utd chief



Manchester United announced on Thursday that Richard Arnold would replace Ed Woodward as the club's most senior executive at the beginning of next month.



",sports
176,"Man City boss Guardiola and Burnley's Dyche test positive for Covid



Manchester City boss Pep Guardiola has tested positive for Covid-19 in a major outbreak at the Premier League club as Burnley also announced on Thursday that manager Sean Dyche had been sidelined by the virus.



",sports
177,"Madrid hosts Valencia hoping to forget Getafe hiccup



Real Madrid hosts Valencia on Saturday aiming to bounce back from its first loss in three months and protect its now diminished lead of the Spanish league.



",sports
178,"4 Serie A games won't be played amid COVID concerns



At least four of the 10 Serie A matches scheduled for Thursday won't be played after local health authorities ordered teams into quarantine amid rising coronavirus cases.



",sports
179,"Liverpool-Arsenal cup semifinal match off after COVID cases



Liverpool's match against Arsenal in the English League Cup semifinals was postponed Wednesday following a COVID-19 outbreak in Liverpool's squad that has forced the club to close its training center.



",sports
180,"Liverpool shut training ground as Covid crisis deepens



Liverpool closed their training ground on Wednesday after ""multiple new"" coronavirus cases including a positive test result for assistant manager Pep Lijnders, throwing their League Cup semi-final at Arsenal into further doubt.



",sports
181,"Kane 'totally involved' in Spurs project, says Conte



Tottenham boss Antonio Conte says Harry Kane is ""totally involved in this project"" at the club after the England captain attempted to engineer a move to Manchester City during the summer transfer window.



",sports
182,"Lens beats Lille on penalties to reach French Cup last 16



Captain Seko Fofana equalized in the last seconds of injury time and then scored the winning penalty in a shootout as Lens beat northern rival Lille to reach the last 16 of the French Cup on Tuesday.



",sports
183,"Sane and Upamecano join Bayern's Covid casualty list



Bayern Munich are facing the possibility of not being able to field a team for Friday's Bundesliga encounter with Borussia Moenchengladbach after Leroy Sane and Dayot Upamecano joined the long list of players hit by Covid-19 on Tuesday.



",sports
184,"Lukaku back in training at Chelsea after interview apology



Chelsea manager Thomas Tuchel has accepted an apology from Romelu Lukaku for comments he made in a television interview, with the star striker now available for Wednesday's English League Cup semi-final first leg clash against Tottenham Hotspur.



",sports
185,"Italian league set to resume despite 10% of players Covid-19 positive



One out of every 10 players in Serie A is positive with the coronavirus as the Italian league prepares to resume after a two-week break for the holidays.



",sports
186,"Spain La Liga results & scorers (19th matchday)



Follow Ahram Online's coverage of Spain La Liga matches of the 2021/2022 season (31 Dec. 2021 /3 January 2022)



",sports
187,"Thiago Silva extends Chelsea contract to 2023



Chelsea centre-back Thiago Silva has extended his contract with the European champions by one year to the end of the 2022/23 season, the club announced on Monday.



",sports
188,"Rangnick concedes first defeat at Manchester United



Ralf Rangnick fell to his first loss as Manchester United manager after Joao Moutinho's 82nd-minute strike earned Wolverhampton a 1-0 win in the English Premier League on Monday and a first victory at Old Trafford since 1980.



",sports
189,"English Premier League results & scorers (21st matchday)



Follow Ahram Online's coverage of English Premier League matches of the 2021/2022 season (1/3 January 2022)



",sports
190,"Spurs hit by fresh Covid-19 outbreak ahead of League Cup semis



Tottenham have been hit by fresh coronavirus concerns ahead of their League Cup semi-final first leg at Chelsea on Wednesday.



",sports
191,"Torres unable to register at Barcelona despite leaving Manchester City



Ferran Torres was presented as a Barcelona player on Monday, though the Spanish team isn't able to register him in the squad yet.



",sports
192,"Injuries threaten Leeds' recovery



Marcelo Bielsa has been left counting the cost of Leeds United's win over Premier League relegation rivals Burnley on Sunday.



",sports
193,"Benitez looks to Calvert-Lewin to spark Everton revival



Everton manager Rafael Benitez has put his faith in Dominic Calvert-Lewin and new signings in January as the Merseysiders look to turn their season around.



",sports
194,"Coronavirus hampering German soccer clubs' Bundesliga return



German clubs' preparations for the Bundesliga's resumption after the winter break are being hampered by coronavirus infections.



",sports
195,"Getafe end Real Madrid's 15-game unbeaten streak



Getafe ended Real Madrid's 15-game unbeaten streak after beating the Spanish league leaders 1-0 in the capital derby on Sunday.



",sports
196,"Messi among 4 PSG players who test positive for COVID-19



Seven-time Ballon d'Or winner Lionel Messi is among four players in the Paris Saint-Germain squad to have tested positive for the coronavirus ahead of the team's French Cup game on Monday night.



",sports
197,"Sanchez strikes late as Spurs sink Watford



Davinson Sanchez snatched a last-gasp winner as Tottenham beat struggling Watford 1-0 to extend Antonio Conte's unbeaten start on Saturday.



",sports
198,"PSG's 13-point mid-season lead masks alarming shortcomings



Paris Saint-Germain's 13-point lead midway through the season is far less comfortable than it appears.



",sports
199,"Man City late show at Arsenal opens up 11-point lead



Rodri scored a 93rd minute winner as Manchester City took another huge step towards retaining the Premier League title with a 2-1 win over 10-man Arsenal.



",sports
200,"Liverpool's Klopp to miss Chelsea game after suspected positive Covid test: club



Liverpool manager Jurgen Klopp will miss his side's crucial Premier League clash at Chelsea on Sunday after a suspected positive coronavirus test.



",sports
201,"Southgate chases England's 'missing piece' in World Cup year



England manager Gareth Southgate has set his sights on the nation's ""missing piece"" as he targets World Cup glory in 2022.



",sports
202,"Auckland withdraw from Club World Cup, replaced by Pirae



Auckland City FC has withdrawn from the Club World Cup because of New Zealand's tight coronavirus restrictions and will be replaced by Tahiti's AS Pirae, FIFA said Friday.



",sports
203,"Southampton-Newcastle postponed due to coronavirus cases



A continuing coronavirus outbreak at Newcastle has led to Sunday's game at Southampton being postponed, the Premier League said Friday.



",sports
204,"Chelsea's Tuchel frustrated by 'noise' after Lukaku voices dissatisfaction



Thomas Tuchel admitted on Friday that he was frustrated with the ""noise"" around Romelu Lukaku's situation at Chelsea after the Belgium forward expressed his dissatisfaction with his role at the club.



",sports
205,"Man City's Joao Cancelo assaulted, injured by 'four cowards'



Manchester City player Joao Cancelo was left with cuts and bruising around his right eye after being attacked by four people during a burglary at his home on Thursday night.



",sports
206,"English Premier League results & scorers (20th matchday)



Follow Ahram Online's coverage of English Premier League matches of the 2021/2022 season (28/30 December)



",sports
207,"Vardy adds to Leicester's injury woes



Leicester City's injury problems intensified when striker Jamie Vardy was ruled out Thursday for three to four weeks with a hamstring problem.



",sports
208,"Conte expects Lloris to stay at Spurs



Tottenham Hotspur manager Antonio Conte expects Hugo Lloris to remain at the London club.



",sports
209,"Chelsea announce £145.6m loss despite Champions League success



European champions Chelsea announced Thursday an annual loss of £145.6 million ($196.7 million, 173.5 million euros) for the year to June 30 2021 despite their Champions League triumph.



",sports
210,"Man City's Foden promises no let-up in title pursuit



Manchester City's Phil Foden has insisted there is no danger of the reigning champions becoming complacent in their pursuit of another Premier League title.



",sports
211,"Barcelona's COVID-19 outbreak swells to 10 players



The number of confirmed cases of the coronavirus in the Barcelona squad swelled to 10 on Thursday, potentially jeopardizing the team's return to league play after Spain's winter break of nearly two weeks.



",sports
212,"Tuchel almost concedes title after Chelsea 1-1 with Brighton



Chelsea dropped more points in the Premier League title race by conceding a stoppage-time goal to Danny Welbeck to draw 1-1 with Brighton on Wednesday.



",sports
213,"Remove your tattoos, Beijing tells Chinese football players



Footballers playing in China's national team should remove any existing tattoos and are ""strictly prohibited"" from getting any new ones, the country's sports administration body has said.



",sports
214,"Man City strengthen grip on EPL title with 8-point lead



Manchester City's grip on its Premier League title hasn't been this strong all season.



",sports
215,"World Cup hotel shortage for supporters planning Qatar trips



Qatar wants to attract 1.2 million people to the World Cup but will struggle to accommodate many of them.



",sports
216,"More Real Madrid, Barca players test positive for Covid-19



Four more Real Madrid players, and three from Barcelona, have tested positive for Covid-19, the two clubs said Wednesday as new infections hit record highs in Spain.



",sports
217,"Arsenal boss Arteta tests positive for Covid-19 for second time



Arsenal manager Mikel Arteta has tested positive for Covid-19 for a second time and will miss the Premier League clash with leaders Manchester City on Saturday, the club said.



",sports
218,"John Terry back at Chelsea in coaching consultancy role



John Terry is back at Chelsea after taking up a coaching consultancy role in the club's academy.



",sports
219,"Liverpool need to improve before Chelsea clash, says Van Dijk



Liverpool captain Virgil van Dijk says he and his team-mates need to ""look in the mirror and improve"" after the 1-0 loss to Leicester dealt a blow to their Premier League title prospects.



",sports
220,"There were too many performances below normal level: Klopp after loss at Leicester 



Losses for Liverpool are about as rare as penalty misses by Mohamed Salah.



",sports
221,"Everton-Newcastle the latest EPL match off due to COVID-19



The 20th round of the Premier League was reduced to seven fixtures when the match between Everton and Newcastle was postponed Tuesday because of a pile-up of COVID-19 cases and injuries in the Newcastle squad.



",sports
222,"Spurs held by 10-man Saints as West Ham sink Watford



Tottenham dropped two precious points against 10-man Southampton on Tuesday as West Ham hammered Watford 4-1 to turn up the heat in the race for a coveted Premier League top-four spot.



",sports
223," Ferran Torres signs for Barcelona from Manchester City



Spanish international Ferran Torres signed for cash-strapped Barcelona on Tuesday from Manchester City, the Catalan side announced.



",sports
224,"Lengthy Covid break did Manchester United no favours, says Maguire



Harry Maguire said a 16-day coronavirus break had done Manchester United no favours after they salvaged a 1-1 draw at Premier League strugglers Newcastle, leaving them seven points off the top four.



",sports
225,"Cavani rescues point for Man United in 1-1 draw at Newcastle



Edinson Cavani came off the bench to salvage a point for Manchester United from a sloppy display in a 1-1 draw at Newcastle in the Premier League on Monday.



",sports
226,"English Premier League scorers & results (19th matchday)



Follow Ahram Online's coverage of English Premier League matches of the 2021/2022 season (26/27 December)



",sports
227,"World Cup star Mbappe against switch to biannual format



France striker Kylian Mbappe believes staging the World Cup every two years instead of every four would render the competition less attractive.



",sports
228,"Premier League reveals record 103 Covid-19 cases



The Premier League has revealed a record 103 players and staff tested positive for the coronavirus in the period from December 20 to 26.



",sports
229,"Liverpool regains key players for Leicester game



A look at what's happening in the Premier League on Tuesday as teams look to negotiate their way through coronavirus cases and England's busy festive fixture schedule:



",sports
230,"France forward Martial tells Manchester United he wants to leave



Anthony Martial has told Manchester United he wants to leave, manager Ralf Rangnick said.



",sports
231,"Glut of goals, postponements as Man City still controls Premier League



Coronavirus postponements aside, 28 goals in the Premier League's six Boxing Day games provided a heavy dose of drama even without changing the complexion of the title race.



",sports
232,"Lukaku ends goal drought in Chelsea's 3-1 win at Aston Villa



Jorginho scored two penalties and Romelu Lukaku netted his first Premier League goal since September to lead Chelsea's comeback for a 3-1 victory over Aston Villa on Sunday.



",sports
233,"Leaders Man City hit six after Leicester scare



Manchester City powered six points clear at the top of the Premier League after quashing Leicester's comeback bid in a pulsating 6-3 win on Sunday.



",sports
234,"Palace forced to miss Vieira as Premier League plays on despite Covid surge



Crystal Palace's bid to have their Boxing Day trip to Tottenham postponed due to a coronavirus outbreak has been turned down by the Premier League despite manager Patrick Vieira testing positive.



",sports
235,"Arsenal, Chelsea, City, Spurs play on Boxing Day



A look at what's happening in European soccer on Sunday with the Premier League the only major competition in action with its Boxing Day program.



",sports
236,"Burnley-Everton joins list of Premier League games postponed by Covid-19



Burnley's match at home to Everton on December 26 has become the latest Premier League fixture to be postponed due to a coronavirus outbreak, it was announced Friday.



",sports
237,"Guardiola wary of Leicester despite Foxes' slump



Manchester City manager Pep Guardiola believes Leicester will pose a formidable challenge to his Premier League leaders despite a slump in form.



",sports
238,"Pele released from hospital, will continue tumor treatment



Brazilian soccer great Pele was released from a Sao Paulo hospital on Thursday but will continue being treated for a colon tumor.



",sports
239,"Frank believes Chelsea defeat will boost Brentford



Brentford manager Thomas Frank is confident a League Cup defeat by Chelsea will benefit his side in the long run.



",sports
240,"Rangnick reveals Man Utd close to full strength after Covid outbreak



 Manchester United manager Ralf Rangnick has almost a full squad to choose from for Monday's Premier League clash at Newcastle after a Covid-19 outbreak saw their last two matches postponed.



",sports
241,"Guardiola confirms Torres asked for Barca move from Man City



Pep Guardiola confirmed Ferran Torres is on the brink of a move from Manchester City to Barcelona on Thursday after revealing the Spanish international had asked him to leave the English champions.



",sports
242,"Liverpool-Leeds among two more Premier League games postponed



Liverpool's clash with Leeds and Watford's trip to Wolves, scheduled for December 26, became the latest Premier League games to be postponed due to coronavirus outbreaks on Thursday.



",sports
243,"Klopp, Conte keen for one-legged League Cup semi-finals



Liverpool manager Jurgen Klopp and Tottenham boss Antonio Conte have called for January's League Cup semi-finals to be switched to one-legged ties to ease fixture congestion.



",sports
244,"Leader PSG scrapes late 1-1 draw heading into winter break



Runaway leader Paris Saint-Germain headed into the winter break after narrowly avoiding a humiliating defeat as Mauro Icardi's injury-time goal salvaged a 1-1 draw at struggling Lorient in the French league on Wednesday.



",sports
245,"Benzema brace as Madrid beats Bilbao 2-1 in virus-hit game



Karim Benzema struck two quick goals to lead Real Madrid to a 2-1 win at Athletic Bilbao on Wednesday in a Spanish league game missing several players because of coronavirus infections.



",sports
246,"Conte's Chelsea Cup return with Spurs



Antonio Conte will have to overcome former club Chelsea to reach the League Cup final early in his Tottenham career, and he wants to do it in one match.



",sports
247,"Italy Serie A results & scorers (19th matchday)



Follow Ahram Online's coverage of the 19th matchday of the 2021-2022 Italian Serie A season (21-22 December)



",sports
248,"Inter see off Torino to extend Serie A lead to seven



Inter Milan made sure that they would be at least four points clear at the top of Serie A over Christmas by beating Torino 1-0 on Wednesday before their title rivals stepped onto the pitch.



",sports
249,"EPL club Arsenal's ads for crypto tokens banned in Britain



Premier League club Arsenal's promotion of fan tokens broke advertising regulations and have been banned in Britain for taking advantage of consumers' inexperience in cryptocurrencies.



",sports
250,"Liverpool skipper Henderson voices player welfare concern



Liverpool captain Jordan Henderson fears player welfare is too low down the list of football's priorities as the English game continues to grapple with the impact of the Covid-19 pandemic.



",sports
251,"Real Madrid outbreak grows after Alaba, Isco test positive



Real Madrid has added David Alaba and Isco Alarcon to its list of players with COVID-19, taking it to eight members of its first team.



",sports
252,"10-man Sevilla held 1-1 by Barcelona, Kounde sent off



Sevilla was held 1-1 at home by Barcelona on Tuesday in a match the hosts finished with 10 men after defender Jules Kounde was sent off with a direct red card for throwing the ball into an opponent's face.



",sports
253,"Chelsea suffer fresh Covid pain as Liverpool criticise 'absurd' fixture list



Thomas Tuchel said Tuesday that Chelsea must ""start from scratch"" in selecting a squad for their League Cup quarter-final after reporting yet another Covid-19 case as Liverpool's assistant manager criticised the ""absurd"" festive schedule.



",sports
254,"Manchester United reopen training ground after Covid outbreak



Manchester United on Tuesday reopened their Carrington training ground following a coronavirus outbreak that forced the postponement of two Premier League matches.



",sports
255,"Police arrest three Parisian fans for cup violence



Three Parisian fans have been arrested for their part in incidents that halted a cup match between Paris FC and Lyon, police announced on Tuesday.



",sports
256,"Preview: Arsenal hosts Sunderland in cup; Barcelona at Sevilla



A look at what's happening in European soccer on Tuesday:



",sports
257,"Premier League clubs vote against pause; says 16% of players are unvaccinated against COVID-19



Premier League clubs decided against pausing the season on Monday despite 10 fixtures being postponed in the previous week due to the most widespread coronavirus outbreaks to date across squads.



",sports
258,"FIFA promises new funds for member federations under biennial World Cup plan



FIFA on Monday vowed to hand over an extra $19 million every four years to each of its 211 member federations if world football's governing body succeeds in its attempts to hold the World Cup as a biennial event.



",sports
259,"Anderlecht boss Kompany 'disgusted' by racist abuse at Belgian game



Anderlecht coach Vincent Kompany has accused rival fans of racially abusing him and his players during a Belgian league game over the weekend.



",sports
260,"Premier League clubs meet to tackle Covid chaos



Premier League chiefs will meet on Monday to discuss a potential festive ""firebreaker"" as a result of the escalating coronavirus crisis, with managers voicing fears over player safety and fairness.



",sports
261,"Tottenham out of Europe after UEFA award Rennes victory



Tottenham Hotspur's European campaign for this season is over after UEFA awarded Rennes a 3-0 victory in their final Europa Conference League group match on Monday.



",sports
262,"We succeeded in making it an ugly game: Cadiz coach after Real draw



Depleted by coronavirus infections, Real Madrid was held 0-0 at home by Cadiz in the Spanish league on Sunday to end its 10-game winning streak across all competitions.



",sports
263,"Virus-hit Real Madrid held 0-0 at home by Cadiz



Depleted by coronavirus infections, Real Madrid was held 0-0 at home by Cadiz in the Spanish league on Sunday to end a 10-game winning streak for Madrid across all competitions.



",sports
264,"Italy Serie A results & scorers (18th matchday)



Follow Ahram Online's coverage of Italy Serie A matches of the 2021/2022 season (17/19 December)



",sports
265,"Spain La Liga results & scorers (18th matchday)



Follow Ahram Online's coverage of Spain La Liga matches of the 2021/2022 season (17/20 December)



",sports
266,"Germany Bundesliga results & scorers (17th matchday)



Follow Ahram Online's coverage of Germany Bundesliga matches of the 2021/2022 season (17/19 December)



",sports
267,"English Premier League results & scorers (18th matchday)



Follow Ahram Online's coverage of English Premier League matches of the 2021/2022 season (18/19 December)



",sports
268,"Covid-hit Chelsea held by Wolves as Man City top Christmas charts



Covid-hit Chelsea were held to a goalless draw by Wolves on Sunday after the Premier League rejected their request to postpone the game as Manchester City put struggling Newcastle to the sword.



",sports
269,"Covid-hit Chelsea 'deeply disappointed' after failing to have Wolves game postponed



Chelsea said they were ""deeply disappointed"" after the Premier League rejected their request to postpone Sunday's match against Wolves due to a coronavirus outbreak in their squad.



",sports
270,"Next, the World Cup: After Arab Cup, Qatar faces bigger test



Qatar passed their first test with a successful hosting of the Arab Cup but bigger challenges lie ahead when 1.2 million fans and 32 international teams arrive for the World Cup one year from now.



",sports
271,"Arsenal reports allegation of racism during EPL match



Arsenal reported an allegation of racial abuse toward one of its players during the English Premier League game against Leeds on Saturday, manager Mikel Arteta said.



",sports
272,"Brazil great Ronaldo to buy majority stake in old club Cruzeiro



Brazil great Ronaldo says he will become the majority shareholder of his old club Cruzeiro.



",sports
273,"Barca's young guns come up trumps again in late win over Elche



Barcelona’s youngsters spared their blushes again on Saturday as 19-year-old Nico Gonzalez scored a late winner to seal a much-needed 3-2 victory over Elche.



",sports
274,"Arsenal thrash depleted Leeds to tighten grip on fourth



Arsenal consolidated their position in the Premier League's top four with a 4-1 rout of Leeds in the only Premier League match on Saturday to survive a wave of coronavirus postponements.



",sports
275,"Juve battle through fog to win at Bologna, Roma down Atalanta



Juventus gave their hopes of reaching the Champions League a boost on Saturday after a hard-fought 2-0 win at Bologna following Roma's thumping 4-1 victory at fancied Atalanta.



",sports
276,"Abraham brace gives Roma thumping win at Atalanta



Tammy Abraham struck twice as Roma ran out 4-1 winners at fancied Atalanta on Saturday, in the biggest win for Jose Mourinho since returning to Serie A.



",sports
277,"Villa v Burnley Premier League match off after Covid outbreak



Aston Villa's home match with Burnley has been postponed due to a coronavirus outbreak in the Villa squad, leaving just one Premier League fixture on the schedule for Saturday.



",sports
278,"Lyon bar fans from away matches after Cup tie flare-up



Ligue 1 club Lyon have barred their supporters from attending away matches until further notice following the latest incident involving their fans led to the abandonment of Friday's French Cup match with Paris FC.



",sports
279,"Premier League managers to meet over COVID concerns



Premier League managers will meet on Monday to discuss the worsening COVID-19 situation, which has already wiped out half of the weekend games and sidelined star players.



",sports
280,"Eriksen's contract at Inter terminated in mutual agreement



Christian Eriksen's contract with Inter Milan was terminated by mutual agreement on Friday, six months after he had a cardiac arrest at the European Championship.



",sports
281,"Premier League schedule upended by COVID postponements



The Premier League schedule was upended Thursday as coronavirus outbreaks at clubs forced the postponement of five weekend matches, taking the total amount of games wiped out over the past week to nine.



",sports
282,"Real Madrid hit by virus outbreak before hosting Cadiz



An outbreak of the virus has infected six Madrid players. The club said Thursday that Gareth Bale, Marco Asensio, Rodrygo, and backup goalkeeper Andriy Lunin were infected, a day after both midfielder Luka Modric and Marcelo tested positive.



",sports
283,"UEFA seeks Euro 2032 bids, aims at dual award with Euro 2028



UEFA opened bidding Thursday for the 2032 European Championship, aiming to make a selection at the same time it picks the Euro 2028 host.



",sports
284,"Leicester v Spurs postponed as Covid wreaks havoc on Premier league



Leicester's Premier League match against Tottenham on Thursday has been postponed due to a coronavirus outbreak as Brentford boss Thomas Frank called for the entire weekend programme to be scrapped.



",sports
285,"Brentford manager calls for postponement of EPL round



Brentford manager Thomas Frank wants the upcoming round of English Premier League fixtures to be postponed to allow clubs to deal with coronavirus outbreaks.



",sports
286,"Arsenal's youngsters show there's life after Aubameyang



With Pierre-Emerick Aubameyang dropped following his latest disciplinary breach, Arsenal needed other attackers to step up for its big Premier League match against top-four rival West Ham on Wednesday.



",sports
287,"Germany Bundesliga results & scorers (16th matchday)



Follow Ahram Online's coverage of Germany Bundesliga matches of the 2021/2022 season (14/15 December)



",sports
288,"Sergio Aguero: Impish striker who became a Manchester City icon



Sergio Aguero ended his career with Barcelona but will forever be associated with Manchester City and in particular with the goal that won them the Premier League title in 2012.



",sports
289,"Real Madrid duo Modric, Marcelo test positive for virus



Real Madrid midfielder Luka Modric and defender Marcelo have tested positive for the coronavirus, the Spanish club said Wednesday.



",sports
290,"Argentina striker Aguero retires from football due to heart problem



Barcelona and Argentina striker Sergio Aguero on Wednesday announced his retirement from football at a tearful press conference, just over a month after the 33-year-old was diagnosed with a heart problem.



",sports
291,"Uruguay hires Diego Alonso to replace Tabarez as head coach



Diego Alonso has been hired as Uruguay's head coach to replace Oscar Tabarez, who was fired last month amid the national team's poor run in South American World Cup qualifying.



",sports
292,"Man City rout Leeds with magnificent seven as virus fears mount



Manchester City powered four points clear at the top of the Premier League as Kevin De Bruyne inspired a 7-0 rout of Leeds just hours after clubs were given strict new measures to curb the threat of the coronavirus on Tuesday.



",sports
293,"Gnabry scores hat trick as Bayern beat Stuttgart 5-0



Serge Gnabry scored a hat trick as Bayern Munich stretched its lead in the Bundesliga to nine points with a 5-0 hammering of Stuttgart on Tuesday.



",sports
294,"FIFA, FIFAPRO announce 23-man shortlist for the world's best 11 



FIFPRO and FIFA announced the 23 players who received the most votes for the 2021 FIFA FIFPRO Men's World 11, the only global player award organised by the players and for the players.



",sports
295,"Barcelona forward Aguero poised to retire with heart condition



Barcelona forward Sergio Aguero will make an announcement on his future on Wednesday following cardiac and respiratory difficulties suffered while playing in La Liga in October.



",sports
296,"Fans face vaccine checks as Premier League battles Covid wave



Premier League fans will be subject to vaccine passport checks to enter stadiums from Wednesday, but fears are rising over how long the English top flight can continue in front of capacity crowds as the Omicron variant sweeps across Britain.



",sports
297,"La Liga sells Spanish broadcast rights for $5B+ for five years



Spain's top soccer league has generated 4.95 billion euros ($5.6 billion) from the sale of subscription broadcast domestic rights for five seasons.



",sports
298,"Man United game postponed as EPL coronavirus cases hit high



The English Premier League reported its highest weekly coronavirus infections as Manchester United's meeting with Brentford became the second match in three days to be postponed due to outbreaks.



",sports
299,"Italy Serie A results & scorers (17th matchday)



Follow Ahram Online's coverage of Italy Serie A matches of the 2021/2022 season (10/13 December)



",sports
300,"Spain La Liga results & scorers (17th matchday)



Follow Ahram Online's coverage of Spain La Liga matches of the 2021/2022 season (10/13 December)



",sports
301,"Guardiola backs Grealish to deliver goals for Man City



Pep Guardiola has backed Jack Grealish to end his goal drought as Manchester City's record signing struggles to justify his £100 million ($132 million) fee.



",sports
302,"Man Utd-Brentford game could be postponed as Covid hits Premier League



Manchester United are in talks with the Premier League over the potential postponement of Tuesday's match at Brentford after the Old Trafford club became the latest top-flight team to be hit by a coronavirus outbreak.



",sports
303,"PSG to face Real Madrid in Champions League last 16 after draw farce



Paris Saint-Germain will play Real Madrid while Liverpool take on Inter Milan in two of the standout ties in the last 16 of the Champions League after an embarrassed UEFA was forced to redo Monday's draw following a ""technical problem"".



",sports
304,"Martial must tell club if he wants to leave: Man Utd boss Rangnick



Manchester United interim boss Ralf Rangnick has warned unsettled striker Anthony Martial he must tell the club if he wants to leave in January.



",sports
305,"Tough calls for Nagelsmann as injury-hit Bayern play Stuttgart



Bundesliga leaders Bayern Munich play struggling Stuttgart with a reduced squad on Tuesday as coach Julian Nagelsmann said he had some tough calls to make to cover injuries.



",sports
306,"UPDATED: UEFA Champions League last-16 full draw



The draw has been made for the last 16 of the Champions League



",sports
307,"UEFA voids Champions League draw after mistake



UEFA will have to redo the Champions League draw for the round of 16 after mistakingly placing Manchester United's name into the wrong pot.



",sports
308,"Brentford's Frank expects game to go ahead after Manchester United Covid scare



Brentford manager Thomas Frank expects Tuesday's Premier League game against Manchester United to go ahead despite the coronavirus scare at Old Trafford.



",sports
309,"Japan's golden oldie 'King Kazu' eager to play on at 54



Evergreen Japanese football star Kazuyoshi Miura said he ""still has the passion"" to continue his career at 54, local media reported Monday, with contract offers still coming his way.



",sports
310,"They deserved to win: Atletico boss Simeone after loss to Real



Karim Benzema and Marco Asensio inflicted the latest blow on Atletico Madrid's title defense after leading Real Madrid to a 2-0 win Sunday to keep their team comfortably at the top of the Spanish league.



",sports
