,Final_Text,Category
5749,three egyptian film win major award algeria oran film festival year edition ran 20 27 july honoured late egyptian director youssef chahine special section,Art
5750,mohamed khan tribute egypt cinematic street player renowned egyptian director mohamed khan passed away 26 july age 73 leaf behind rich legacy cinematic work,Art
5751,clash released cinema screening extend egyptâs governorates film premiered un certain regard section 69th cannes film festival garnered critical acclaim,Art
5752,egyptian filmmaker khaled elhagars sin flesh screen vancouver 2016 vancouver international film festival kick 29 september,Art
5753,art alert screening good bye lenin cairo darb 1718 screening come part german film night taking place venue,Art
5754,egypt bid farewell mohamed khan family friend fan bury born 1942 khan went become one egypt renowned respected director tackling important social political issue,Art
5755,dont cinema dont voice daughter sudanese film legend preserve legacy,Art
5756,egyptian filmmaker mohamed diab responds attack new film clash share praise tom hank clash egyptian film screened 69th cannes festival chosen open un certain regard section,Art
5757,reaction death iconic egyptian director mohamed khan many renowned figure egyptian international cinema well cultural scene reacted mohamed khan passing 26 july,Art
5758,ten film watch late egyptian director mohamed khan iconic egyptian director mohamed khan one egyptâs prominent director belonging generation neoâ­realist filmmaker died tuesday 26 july,Art
5759,first edition aswan woman film festival headed elham shahin festival take place february 2017,Art
5760,prominent egyptian director mohamed khan dy 73,Art
5761,egyptian actor mohamed kamel dy 72 prolific actor starred 90 work seventy 2014,Art
5762,poster mohamed diabs film clash released film scheduled cinema release 27 july,Art
5763,art alert award winning egyptian short wintry spring screen cairoâs creativity centre egyptian film award international festival,Art
5764,egyptâs dry hot summer win best film omanâs dhofar arab film forum dhofar arab film forum ran 15 20 august,Art
5765,art alert three syrian short screen cairo room art space three short reflect fiveyearold syrian war,Art
5766,new benhur film stand shadow wyler 1959 epic,Art
5767,oscarnominated director arthur hiller dy,Art
5768,art alert palestinian documentary love awaits sea screen cairo zawya zawya resume special sunday screening programme documentary following last week screening palestinian film love theft entanglement,Art
5769,cannes film festival acid come cairo 12 feature film scheduled screen cairo year,Art
5770,two egyptian film compete dhofar arab film forum oman egypt tahras life mohanad dia dry hot summer sherif elbendary among 17 film nine country screened,Art
5771,morgan freeman talk god motivation guacamole,Art
5772,fairouz documentary inseparability arab diva beloved cedar country documentary fairouz recently screened magnolia cairo directed frã©dã©ric mitterrand released 1998 film pay homage legendary lebanese singer using rare archival footage,Art
5773,art alert five egyptian short screen bibliotheca alexandrina screening include two film screened berlinale earlier year,Art
5774,actor kenny baker star war r2d2 dy report,Art
5775,art alert palestinian film love theft entanglement screen cairo zawya following summer break zawya return activity 10 august,Art
5776,egypt late director mohamed khan honoured tunisian festival tunisia gabes film festival run 24 30 september,Art
5777,art alert cairo darb 1718 screen short term 12 award winning film directed destin daniel cretton,Art
5778,smith counter antimuslim climate suicide squad tour dubai,Art
5779,art alert documentary celebrating life legend fairouz screen cairo magnolia frenchlebanese production narrates story famed lebanese singer,Art
5780,egyptian director ali badrakhan return silver screen 14year hiatus badrakhans last film elraghba desire came 2002,Art
5781,kamla abouzekris day woman open 38th cairo intl film festival film produced egyptian actress ilham shahin also star film scripted hanaa attia,Art
5782,clash diab brother humanism personal politics mohamed diabs artistic masterpiece follows character stuck police truck humane interaction,Art
5783,egyptâs nawara open sweden malmo arab film festival hepta close film earned star menna shalaby two prominent best actress award,Art
5784,lebanese short submarine screen toronto film festival festival run 8 18 september,Art
5785,art alert minyas alwanat cultural centre screen jew egypt screening part cinema club held minyas alwanat cultural centre,Art
5786,american journalist recount year syrian prisoner documentary,Art
5787,mohamed diabs clash selected compete 60th london film festival film also compete best foreign language film category 2017 academy award,Art
5788,art alert silver bearwinning film barbra screen cairo adef directed christian petzold film barbra take u reality east germany 1980s,Art
5789,child refugee film fatima drawing win top award,Art
5790,egyptian actress nelly karim jury duty 73rd venice international film festival festival run 31 august 10 september,Art
5791,egypt nominates mohamed diabs clash 2017 academy award oscar foreign language film award committee select final film compete next year competition,Art
5792,dangerous morocco actress loubna abidar launch youtube channel,Art
5793,cairo intl film festival go digital app upcoming edition festival scheduled run 15 24 november,Art
5794,art alert taste waste screen cairo darb 1718 german film participated many festival garnered total 13 award,Art
5795,hollywood pay tribute gene wilder,Art
5796,willy wonka star gene wilder dead 83,Art
5797,sharm elsheikhs arab european film festival launch feb 2017 film critic ahmed hassouna serve artistic director festival first edition,Art
5798,art alert finding vivian maier screen cairo magnolia film nominated best documentary 2015 academy award,Art
5799,maskoon arab region first genrefocused film festival launch lebanon festival first kind region focus horror action fantasy scifi film,Art
5800,love awaits sea palestinian filmmaker explores dream within zawya held special screening love awaits sea tuesday followed audience discussion director mais darwazah,Art
5801,programme cairo host cannes acid film week vibrant selection film previously selected cannes film festival acid screened different venue cairo,Art
5802,art alert yallah underground screen cairoâs zawya film premiered 2015 follows arab world progressive musician,Art
5803,art alert spanish film salvador screen cairo cinema elfourn awardwinning film directed manuel huerga,Art
5804,photo ten year since death beloved egyptian comedy star fouad elmohandes fouad elmohandes born 6 september 1924 passed away 16 september 2006,Art
5805,programme third jesuit film festival reach alexandria sixday programme includes feature film established director short film young filmmaker screening take place jesuit cultural center wekalet behna alexandria,Art
5806,strong presence egyptian arab cinema upcoming london film festival festival run 516 october screening 250 international film,Art
5807,art alert cairo magnolia leaf art screen tarkovsky mirror produced 1975 ussr film mirror zerkalo directed andrei tarkovsky,Art
5808,art alert documentary stanley kubrick screen zamalek magnolia leaf art screen documentary kubrick titled life picture,Art
5809,egyptian film spring win top international humanitarian award,Art
5810,93 day nigerian ebola movie extols moment heroism,Art
5811,73rd venice film festival winner top prize go filipino woman left,Art
5812,tunisian last u sole arab film awarded venice festival directed ala eddine slim last u luigi de laurentiis award best debut film,Art
5813,polish film 2010 air crash killed president kaczynski point finger russia,Art
5814,turning point history dicaprio unveils climate change film flood toronto,Art
5815,egypt sin flesh screen carthage film festival,Art
5816,interview marianne khoury dahshur residency develop egypt film artist critic workshop aim develop egypt young talent,Art
5817,saudi film barakah meet barakah released uae soon arab world selected represent saudi arabia 2017 academy award competing best foreignlanguage film category barakah meet barakah released uae,Art
5818,yousry nasrallahs brook meadow lovely face screen toronto film fest film north american premiere,Art
5819,egyptian film among awardees venice film festival postproduction workshop film awardwinning director geld hay living skin,Art
5820,last day city compete cairo intâl film festival festival open 15 september run 10 day,Art
5821,friendship death powerful syrian film war show,Art
5822,32nd alexandria film festival honour arab egyptian filmmaker year nine filmmaker four country honoured,Art
5823,art alert screening twenty eight night poem cairo townhouse lebanese film awarded think film award special mention last year berlinale,Art
5824,egyptâs dry hot summer scoop best short award malmo arab film festival directed sherif elbendary film written nura elsheikh coproduced claudia jubeh germany hossam elouan egypt,Art
5825,egypt menna shalabi win best actress award malmo arab film festival film nawara also scooped best scenario award,Art
5826,art alert light ocean screen zawya film joint production united state australia united kingdom new zealand,Art
5827,egypt 20th national cinema festival announces honourees festival screen 90 film honour five egyptian cinema figure,Art
5828,egypt wintry spring win best short film award armenia festival short film wintry spring rabie chetwy directed mohamed kamel star ahmed kamal,Art
5829,art alert âalmanya welcome germanyâ screen cairo darb 1718 film scooped 10 award including best narrative feature 2011 chicago intl film festival,Art
5830,ugandan premiere girl slumtochesschamp story,Art
5831,programme shnit film festival cairo playground film festival held eight venue across cairo option tour city,Art
5832,art alert zawya start new season lebanese film big shot film lebanese entry 89th oscar top winner marrakech film festival,Art
5833,jordan royal film commission selects 3000 night palestinian filmmaker oscar race 3000 night coproduction jordan palestine france uae qatar lebanon,Art
5834,asia scoop top honour san sebastian film festival,Art
5835,photo two year since passing egypt renowned actor khaled saleh saleh died 25 september 2014 complication undergoing open heart surgery,Art
5836,renowned actress hend sabry honourary president tunisia intl arab film festival 2nd edition international arab film festival gabã¨s tunisia take place 24 30 september 2016,Art
5837,silver bearwinning german director christian petzold head cairo film festival jury 38th cairo international film festival set take place 15 24 november,Art
5838,egyptian film withered green screen belgian namur festival major film festival run 30 september 6 october,Art
5839,angelina jolie file divorce brad pitt tmz,Art
5840,interview challenging norm egyptian yousry nasrallah latest film brook meadow lovely face director yousri nasrallah talk behind scene brook meadow lovely face al maâ wal khodra wal wajh el hassan screen france starting 21 december,Art
5841,sound music actress charmian carr dy 73,Art
5842,famed turkish actor tarik akan dy cancer battle,Art
5843,strong presence egyptian cinema upcoming carthage film festival founded 1966 carthage film festival one oldest arab region,Art
5844,passion carl dreyer paris celebrates cinemaâs âforgottenâ master,Art
5845,ahrams osama abdelfattah selected jury carthage film festival osama abdelfattah editorinchief alahrams evening paper,Art
5846,palestinian film 3000 night scoop two new award bastia festival award winning film directed mai masri,Art
5847,turkish child marriage film shine light hidden abuse,Art
5848,cairo intl film festival screen eight oscar hopeful including egypt clash eight film candidate next year best film foreign language category,Art
5849,dicaprio issue climate action call new documentary,Art
5850,art alert award winning jordanian film theeb screen cairo osiris theeb made egyptian debut 2014 cairo international film festival,Art
5851,arab star tomorrow virtual reality among new addition 13th dubai film festival festival run 7 14 december,Art
5852,programme zawyas tribute late egyptian film director mohamed khan selection film khan vast repertoire screened cairo ismailia,Art
5853,indian female taxi driver documentary hope inspire embolden woman,Art
5854,countdown 9th panorama european film launched 2004 panorama european film brings important awardwinning title egyptian cinema screen,Art
5855,saudi barakah meet barakah compete 38th cairo film festival film received numerous award saudi arabia academy award representative,Art
5856,cairo youth centre join cinema club project project started 2015 directed port ahmed samak,Art
5857,leading polish filmmaker andrzej wajda dy 90,Art
5858,florence foster jenkins make mena premiere 38th cairo intl film festival film screen ciff ahead arab world release next january,Art
5859,art alert incomplete work youssef chahine cairo cimatheque talk mohamed elmasry first event series focused chahines work,Art
5860,palestine 3000 night scoop best feature audience award malmã¶ arab film festival,Art
5861,egyptian film one week two day compete 13th dubai film festival dubai international film festival open 7 december run week,Art
5862,egyptian state tv screen 1998 film 1973 war first time film wall heroism screen occasion 6th october celebration,Art
5863,morgan freeman receive aarp lifetime achievement award,Art
5864,need know 38th cairo intl film festival year edition divided seven section include 110 film egypt china honored year alongside film around world,Art
5865,38th cairo intl film festival open award special dedication actor ahmed helmy dedicated award late actor mahmoud abdelaziz,Art
5866,remembering mahmoud abdelaziz egypt cinema icon abdelaziz died saturday leaving behind rich artistic repertoire,Art
5867,countdown 38th cairo intl film festival total 204 film screened year edition including eight oscarhopeful production,Art
5868,38th cairo intl film festival dedicated late egyptian actor mahmoud abdelaziz abdelaziz died saturday leaving behind rich artistic legacy,Art
5869,15 film watch late egyptian actor mahmoud abdelaziz iconic egyptian actor mahmoud abdelaziz died saturday age 70 leaving behind legacy 100 film 11 television series name selection best big screen work,Art
5870,iconic egyptian actor mahmoud abdelaziz dy age 70,Art
5871,art alert danteâs inferno nar project combined garden city osiris osiris art space revisits iconic 1911 film new soundtrack,Art
5872,trailer egyptian film land exceeds one million view youtube first week film world premiere official competition 38th cairo international film festival open 15 november,Art
5873,art alert screening strange love affair ego cairo nvic documentary scooped best dutch documentary award idfa festival,Art
5874,egypt clash scoop four award carthage film festival clash egypt official submission best foreign language film category academy award 2017,Art
5875,hepta win audience award arabian sight film festival film big box office success upon release egyptian cinema april 2016,Art
5876,last day city continues fight place cairo intl film festival prior festival opening 15 november tamer elsaids film removed event organiser due filmâs participation large number international film festival preceding ciff,Art
5877,dubai intl film festival present egypt clash golden globe consideration mohamed diabs clash egypt official submission best foreign language film category academy award 2017,Art
5878,new film display german best worst light refugee crisis,Art
5879,38th cairo international film festival screen two hundred film festival president announces plan 2016 edition defends exclusion last day city promise smoother organisation,Art
5880,countdown ninth edition egypt panorama european film year panorama run 2 12 november film screened across cairo alexandria port said ismailia,Art
5881,last day city excluded due entry violation cairo film festival cairo international film festival administration released statement saying aim correct inaccuracy voiced director film exclusion festival,Art
5882,cairo film festival revoke selection last day city baffling producer film world premiere 46th berlinale scooped caligari film prize,Art
5883,palestinian film 3000 night receives award mauret film festival france film 18th award since premiere 2015 toronto international film festival,Art
5884,spanish actress maribel verdãº guest honour first aswan womenâs film festival first edition festival take place february 2017,Art
5885,middle east premiere rogue one star war story close dubai intâl film festival rogue one released egyptian cinema 14 december,Art
5886,13th beirut arab short film festival screen egyptian short honor filmmaker edition celebrates egyptian cinema screening honoree egyptian director nabeeha lotfy khairy beshara,Art
5887,mawlana film featured gala screening dubai intl film festival based ibrahim eissa novel name mawlana special screening dubai evening gala 10 december,Art
5888,intl science film festival come young viewer alexandria add egyptian city launched 2015 goetheinstitut science film festival brings screening variety venue alexandria moving egyptian city first time,Art
5889,president putin give russian citizenship american film star steven seagal,Art
5890,winner 38th cairo international film festival winner 38th cairo international film festival announced closing ceremony 24 november,Art
5891,moroccan drama mimosa scoop golden pyramid best actor award cairo intl film festival directed oliver laxe mimosa coproduction morocco spain france,Art
5892,iranian keywan karimi start sentence one year jail 223 lash film graffiti,Art
5893,oscar winning iranian filmmaker asghar farhadi war peace writing heart,Art
5894,dutchalgerian karim traidia come egypt film chronicle village film screened cairo intl film festival one fifty production produced algerian ministry culture centered algerian war independence,Art
5895,egyptian film clash win golden pram croatian festival multi awardwinning film screening month cairo international film festival,Art
5896,palestinian film 3000 night released uae cinema award winning film screened egypt luxor arab european film festival january zawya cinema may,Art
5897,dubai intl film festival embrace virtual reality technology first time first time history dubai international film festival include lineup 10 virtual reality film programming new experience audience filmmaker,Art
5898,saudi filmmaker sabbagh discus awardwinning âbarakah meet barakahâ cairo film made world premiere 66th berlinale scooped ecumenical jury prize screened within ongoing cairo international film festival,Art
5899,five egyptian film final lineup dubai intl film festival muhr feature section 18 contender including multiple world premiere form line diffs muhr feature competition,Art
5900,8 egyptian film world premiere 13th dubai intl film festival 11 film egypt screen upcoming dubai international film festival eight world premiere,Art
5901,egypt hala khalil jordan yahya alabdallah win top prize 4th cairo film connection cairo film connection parallel programme ongoing cairo international film festival awarded seven prize indevelopment postproduction film,Art
5902,oscarwinning penelope cruz javier bardem star iranian director farhadis new film,Art
5903,ten film watch late egyptian actor ahmed rateb egyptian television cinema theatre actor ahmed rateb died hospital wednesday morning ahram online compiled selection ten best known big screen work,Art
5904,interview egyptian armenian film history armenian community directed waheed sobhi documentary egyptian armenian aim documenting long history community country story told representative ahram online talk film creator,Art
5905,egyptian film withered green ali goat ibrahim scoop top prize dubai 13th dubai international film festival diff took place 7 14 december,Art
5906,renowned egyptian actor ahmed rateb dy 67,Art
5907,egyptian actress zubaida tharwat pass away 1960s icon starred 30 film career,Art
5908,iranian asghar farhadis salesman nominated golden globeâs best foreign language film farhadi foreignlanguage oscar 2012 separation,Art
5909,egyptian actor ahmed elfishawy dubai intâl film festival three film actor dubai promoting two feature one short film,Art
5910,art alert documentary electrodance phenomenon screen cairo director salma eltarzi give talk screening undergroundon surface,Art
5911,mohamed diabs clash win critic prize belgium mediterranean film festival 16th mediterranean film festival brussels held 2 9 december,Art
5912,egyptian screenwriter mahmoud abou zeid known elkeif dy 75 abou zeid wrote script wellknown egyptian film elkeif elaar,Art
5913,egyptâs ah win best short film award delhi intl film festival ah written directed egyptian filmmaker mohanad diab received main award short film category,Art
5914,sea sorrow british actress vanessa redgrave make directing debut refugee film,Art
5915,interview egyptian filmmaker kawthar younis explores human relationship debut documentary documentary film currently screening zaywa cinema cairo,Art
5916,egypt embrace continent african cinema club launch cairo role african cinema cinema club initiative highlighted african woman violence programme ran 25 november 3 december,Art
5917,egyptian filmmaker marianne khoury yousry nasrallah juror dubai intl film festival yousry nasrallah head festival muhr emirati competition jury marianne khoury sit muhr feature jury panel festivalâs 13th edition,Art
5918,celebritybacked cinema jenin palestine close,Art
5919,iranian face terrorism charge filming israeli embassy kenya,Art
5920,cairo intl film festival director magda wassef responds complaint 38th edition ciff director magda wassef defended year cairo international film festival closed 24 november hinting direct future edition,Art
5921,last day city scoop three award two different film festival film premiered 2016 berlinale received caligari award,Art
5922,samuel l jackson receive lifetime achievement award dubai intl film festival recipient year award include renowned indian actress rekha awardwinning french lebanese composer gabriel yared,Art
5923,art alert cairo zawya extends screening la la land zawya announced extending screening damien chazelles musical la la land 17 january,Art
5924,egyptian film expected 2017 selection ahram online take quick look promising egyptian film set premiere egypt year,Art
5925,dalida film close first aswan international film festival festival run 20 26 february,Art
5926,list golden globe nominee,Art
5927,one plus one alexandriaproduced film screen berlinale 2017 berlin international film festival run 9 19 february,Art
5928,artist techie virtual reality creative coding egypt art scene growing popularity virtual reality international film industry ahram online look present future vr creative coding egypt,Art
5929,berlinale open django reinhardt biopic,Art
5930,mawlana mindset religious preacher captured new egyptian film following screening dubai international film festival film released egyptian cinema alahram hebdo talk director magdy ahmed ali,Art
5931,art alert art steal documentary screen cairo townhouse film screen parallel townhouses exhibition object collection amgad naguib,Art
5932,art alert la la land musical showing zawya cinema damien chazelleâs nod classic hollywood musical star ryan gosling emma stone,Art
5933,art alert alfonso cuarã³ns child men screen adef film star clive owen,Art
5934,egyptian veteran film critic ahmed elhadary dy 91 elhadary founder head egyptian film writer critic association,Art
5935,egyptian film 2016 long remembered ahram online present list celebrated film production past year,Art
5936,reminder magic christmas day animation show show cairo 17th edition animation show show awardwinning show reached egypt screening zawya 25 december,Art
5937,star war actor carrie fisher dy 60 people,Art
5938,cinema grew im making gone martin scorsese,Art
5939,art alert cairo zawya screen short animation show show film screened zawya november 9th panorama european film,Art
5940,egyptian film clash scoop two award indian intl festival kerala mohamed diabs film clash suwarna chakoram prize best film audience prize rajata chakoram,Art
5941,aleppo battle end war show film intimately show syria new light,Art
5942,egypt producer mohamed hefzy selected board member uaes first arab film institute launched 13th dubai international film festival institute aim support art technique commerce regional film industry,Art
5943,alexandria exhibit showcase life late egyptian actress faten hamama display mark twoyear anniversary screen icon passing,Art
5944,european film dominate berlinales international competition berlinale film festival released final selection film compete golden silver bear main competition,Art
5945,tunisian film jassad gharib screen berlinale film written directed tunsian raja amari,Art
5946,muhrwinning withered green spearhead aswan intâl woman film festival lineup festival run 20 27 february,Art
5947,seven egyptian film taking part sudan film festival fourth sudan independent film festival run 21 27 january,Art
5948,challenge opportunity arab film industry berlinale european film market focus,Art
5949,fourth oskar egypt short film festival feature large lineup fourth edition festival headed adel ammar dedicated late egyptian actor nour elsherif,Art
5950,two egyptian film one exhibition participate berlinales forum expanded forum expanded also feature film arab country qatar lebanon palestine,Art
5951,second zawya short film festival release lineup ahram online publishes list film screening part second zawyas short film festival scheduled take place 26 28 january,Art
5952,art alert syrian film haunted screen cairo zawya haunted syrian filmmaker liwaa yazjis debut feature film,Art
5953,first cairo edition medfest film festival open next week festival aim raise awareness subject mental health disorder trauma cause patient family,Art
5954,arab film among work focused authoritarian regime surveillance berlinales panorama dokumente two arab film set take part berlinale film festival panorama dokumente subsection,Art
5955,egyptiansudanese film screen berlinale egyptiansudanese film die twenty set participate berlinale 2017 coproduction market,Art
5956,art alert cairoâs zawya screen farhadiâs salesman film best screenplay best actor award cannes,Art
5957,egyptian artist hala elkoussys cactus flower competes rotterdam festival 46th rotterdam international film festival run 25 january 5 february,Art
5958,alexandria beirut city story cinema literature cairo megawra memory history change major keywords underpin discussion alexandria beirut,Art
5959,renowned egyptian actress karima mokhtar dy 82 mother figure egyptian cinema theatre leaf behind performance many consider unforgettable,Art
5960,interview awardwinning egyptian actor aly sobhy different clowning film winning muhr feature award best actor 13th dubai intl film festival sobhy talk ahram online career art changed life impact community large,Art
5961,art alert screening two film egypt nadine salib alexandria screening followed discussion director,Art
5962,lebanese film street death compete berlinale short film award lebanesegerman film street death arab film competing short film award,Art
5963,moroccan film week screen short feature cairoâs creativity center film week run monday 13 february,Art
5964,egypt marianne khoury jury berlinales robert bosch stiftung film prize marianne khoury comanager misr international film president panorama european film,Art
5965,berlinale honorary golden bear awarded italian costume designer milena canonero italian costume designer milena canonero guest berlinale homage awarded honorary golden bear,Art
5966,iraqi jury member berlinale glashutte original documentary award two arab film lineup jury berlinale glashutte original documentary award includes iraqi filmmaker samir two arab film also compete award,Art
5967,saudi jury member berlinale gwff best first feature award saudi filmmaker mahmoud sabbagh part jury berlinale gwff best first feature award,Art
5968,egyptian film critic author samir farid receive berlin intl film festival camera award egyptian film critic author samir farid awarded berlinale camera year berlinale,Art
5969,israel arab divided film portrayal changing world,Art
5970,last men aleppo nile hilton incident take two top sundance prize last men aleppo nile hilton incident grand jury prize world cinema section documentary drama respectively,Art
5971,cairo jazz festival documentary premiere rotterdam film festival cairo jazzman document story egyptian musician amro salah brainchild cairo jazz festival,Art
5972,sharm elsheikh arab european film festival merges art tourism governor headed director samir seif festival run six day early march,Art
5973,la la land scoop top honor producer guild award ahead oscar,Art
5974,iran actress boycott oscar racist trump visa ban,Art
5975,film academy troubled possible visa ban iranian oscar nominated asghar farhadi,Art
5976,egyptian film website terrso launched explore local cinema third current new arabiclanguage website founded local egyptian filmmaker mostafa youssef,Art
5977,egypt clash compete valuable movie year award berlin film explores confrontation pro antimuslim brotherhood demonstrator emerged following ouster president mohamed morsi july 2013,Art
5978,arab coproduction headbang lullaby screen berlinale panorama berlinale film festival run 9 19 february,Art
5979,immigrant tram driver shoot fame hungarian refugee film,Art
5980,89th annual oscar nomination announced,Art
5981,iranian filmmaker asghar farhadis salesman nominated best foreign language oscar film officially nominated best foreign language film 2017 oscar announced,Art
5982,cinedelta documentary film festival visit three egyptian city nine day festival open 1 february run 9 day travelling three city egypt nile delta,Art
5983,art alert cairo screening life others critical discussion film 70 award nominated ten others,Art
5984,art alert death nile screen cairoâs netherlands institute awardwinning detectivethriller film shot egypt,Art
5985,palestinian film ghost hunting win berlinales top documentary prize award announced yesterday closing ceremony 67th berlin international film festival,Art
5986,hungarian film body soul win berlinales golden bear,Art
5987,interview cairo jazzman filmmaker aimed show different image egypt german filmmaker atef ben bouzid sebastian leitner spoke ahram online music documentary follows organiser cairo jazz festival runup event,Art
5988,photo oscar statuette cast work art,Art
5989,interview hala elkoussyâs debut feature cactus flower egyptian feminine urban road trip ahram online speaks egyptian director hala elkoussyâs debut feature film cactus flower premiered 46th rotterdam international film festival last month nominated two competition,Art
5990,31 film compete upcoming first aswan intlâ woman film festival international lineup includes film egypt arab world well many europe,Art
5991,three arab winner berlinales robert bosch stiftung film prize film prize part berlinale talent currentlyrunning 67th berlin international film festival,Art
5992,la la land pick five british bafta award,Art
5993,two egyptian awardwinning work selected first sharm elsheikh film festival first edition sharms arab european film festival announced participation two criticallyacclaimed egyptian film ali goat ibrahim last day city,Art
5994,photo cinedelta documentary festival closing award festival organised alexandriabased fig leaf production studio,Art
5995,film company chooses screen egyptâs mawlana lebanon censorship film company awaiting censorship authority response petition reconsider censorship decision,Art
5996,bound berlinale egyptian director marouan omaras work artistic vision plan egyptian director marouan omaraâs documentary one plus one make pharaohâs chocolate cake screened 67th berlinale forum expanded section,Art
5997,need know egypt presence berlinale 2017 egyptian artist make footprint 67th berlin international film festival take place 9 19 february,Art
5998,art border color creed oscar president,Art
5999,art alert shnit festivalâs top five short screen cairo netherlands institute shnit international shortfilmfestival held cairo city around world last october,Art
6000,cairo medfest skin probe film meet medicine festival organised medical doctor mina elnaggar khaled ali share passion film,Art
6001,jenkins chazelle young director center oscar,Art
6002,tunisian producer fourati announced jury member berlinale competition section dora bouchoucha fourati festival director carthage film festival 2008 2010 2014,Art
6003,bbc arabic film festival story changing arab world third bbc arabic documentary shortfilm festival take place london 24 30 march showcasing 20 film arab world,Art
6004,four egyptian film screened firstever queen sheba woman festival yemen festival highlight work woman institution working woman issue,Art
6005,art alert oscarwinning thriller secret eye screen cairo magnolia 2009 argentinian film follows retired investigator haunted unsolved murder,Art
6006,art alert british drama 45 year screen cairoâs magnolia film oscarnominated 2016,Art
6007,art alert twelve monkey screen cairo magnolia scifi thriller movie nominated two oscar,Art
6008,saudi film fest head say cinema need state funding,Art
6009,art alert mulholland drive screen cairoâs magnolia leaf art multiaward winning movie displayed 13 march,Art
6010,art alert short film screening creativity centre film result workshop animation 8 studio,Art
6011,egyptian film haram elgasad snag two award fantasporto film best actress director week juryâs special award 37th edition portugal international festival,Art
6012,la la land live concert form coming hollywood bowl,Art
6013,egyptian ballet documentary win third prize african film festival footnote ballet history third prize best documentary festival burkino faso,Art
6014,art alert screening return homs documentary cairo netherlands institute awardwinning 2013 documentary directed talal derki,Art
6015,art alert cairo cimatheque screen moroccan musical documentary trance 1981 film follows moroccan band na el ghiwane,Art
6016,art alert screening rome open city cairo adef academy award winning film 1945 italian neorealist drama,Art
6017,moonlight pulled oscar upset lifetime,Art
6018,mahershala ali becomes first muslim actor win oscar moonlight,Art
6019,iranian welcome farhadis oscar best foreign film,Art
6020,film syria white helmet win oscar,Art
6021,rotterdam 2017 roundup pleasure lost film festival behindthescenes look 46th edition international film festival rotterdam programming creative practice organisational prowess,Art
6022,first sharm elsheikh film festival honor writer nawal elsaadawy upcoming festival run 5 11 march,Art
6023,late egyptian actress karima mokhtar honoured oran film festival 10th edition festival held late july,Art
6024,art alert world big salvation lurks around corner screen cairo awardwinning movie feature journey emigrant,Art
6025,beyond winner reflection third bbc arabic festival bbc arabic festival 2017 featured array fascinating story region explored via documentary fiction,Art
6026,egyptian director actor remember critic film historian samir farid farid died wednesday long struggle illness,Art
6027,art alert scorseseâs film silence screen alexandria adventure drama film inspired japanese historical era 17th century,Art
6028,interview syrian filmmaker talk mare nostrum sea human tragedy hope awardwinning short film mare nostrum open father pushing daughter sea shocking audience bbc arabic festival ahram online talked director,Art
6029,renowned egyptian writer film historian critic samir farid dy 73 farid left influential mark field understanding cinema career lasted half century,Art
6030,art alert handmaiden based victorianera lesbian novel screen cairo mysterydrama film directed park chanwook,Art
6031,mawlana win best actor award tetouan international mediterranean film festival movie competed 11 film different country,Art
6032,interview art moving bbc festival awardwinning film syrian video activist ahram online meet liliana marinho de sousa whose film best feature documentary award 3rd bbc arabic film festival london,Art
6033,art alert weeklong homage french film critic serge daney week french institute cairo cimathque offer film publication discussion serge daneys work,Art
6034,egyptâs nile hilton incident win top prize france thriller film festival film recently grand jury prize sundance festival,Art
6035,film extremism win fourth saudi festival,Art
6036,brazilâs first egyptian cinema festival honour late director mohamed khan special focus festival screen 12 film mohamed khan,Art
6037,salesman iranian filmmaker asghar farhadi life theatre theatre life salesman recently oscar best foreign language film,Art
6038,firsttime filmmaker win host award bbc arabic festival,Art
6039,film festival open cinemaless saudi arabia,Art
6040,interview roshmia magical story love separation doomed iron shack director salim abu jabal talk journey firsttime filmmaker flyonthewall documentary roshmia shown bbc arabic film festival london,Art
6041,egyptian syrian untold story changing arab world bbc arabic film festival bbc arabic film festivalâs lineup witnessed strong egyptian syrian presence first day screening london,Art
6042,new biopic dalida story diva melancholy thirty year passing egyptianitalian singer dalida french director lisa azuelos creates film retracing artistâs tumultuous life tragic destiny,Art
6043,art alert argentinian multiaward winning film wild tale screen cairoâs room film nominated oscar 40 international award,Art
6044,samir ghanem receive faten hamama honorary award upcoming cairo intl film festival festival artistic director youssef cherif rizkallah share news upcoming edition,Art
6045,outcry netflix film cannes prompt festival change rule,Art
6046,art alert documentary true cost screened cairo documentary aim raise awareness human environmental impact modern fashion industry,Art
6047,nominee announced cannes first arab critic award arab critic award launched arab cinema center run egyptian film distributor mad solution,Art
6048,art alert awardwinning polish film ida screen cairoâs infocus film follows young polish nun delf family troubled past ida oscar best foreign film 2015,Art
6049,emotionally rich german drama kaminski open goethe film week alexandria goethe film week take place alexandria cairo extending city coming month,Art
6050,egyptian film garner several award alexandria short film festival alexandria short film festival took place 27 april 1 may,Art
6051,egypt wintry spring win best foreign film ridgewood guild intl film festival narrative short film directed mohamed kamel released 2015,Art
6052,iranian filmmaker imprisoned work released early,Art
6053,wellknown egyptian comedian mazhar abol naga dy 75,Art
6054,first arab film festival south korea set june festival scheduled first week june,Art
6055,oscarwinning silence lamb director john demme dy 73,Art
6056,art alert 2003 academy award winning barbarian invasion screen cairo film oscar best foreign language film 2004 garnered several award cannes 2003,Art
6057,sex war brave physic upcoming einstein miniseries genius,Art
6058,art alert romance film amour screen cairo next week film directed michael haneke,Art
