,Article Title,Category
400,"

'Dust' exhibition; symposium to examine Egypt's empty architectural spaces



Townhouse Gallery exhibits Swedish artist Xenia Nikolskaya's photographic exploration into Egypt's abandoned buildings; Rawabet theatre to host 'Tracing Time' symposium discussing accompanying exhibition book and themes



",Art
401,"

Google celebrates birth of Egyptian sculptor Mahmoud Mokhtar



Google's flagship website on Thursday will feature Mahmoud Mokhtar's 'Egyptian Renaissance' sculpture to commemorate the celebrated artist's 121st birthday



",Art
402,"

'My Family, My People' Mohamed Abla's solo exhibition opens new London gallery



On 10 May, Egyptian prominent contemporary artist will hold his first solo exhibition in London. Titled 'My Family, My People' the exhibition inaugurates new ARTSPACE Gallery



",Art
403,"

Senses: political power and growing pains explored by young AUC artists 



The ‘Senses’ exhibition features the work of senior art students at the American University in Cairo, who explore diverse themes including identity, power, revolution and pain



",Art
404,"

Egypt judge gives verdicts in Van Gogh 'Poppy Painting' theft



Six officials have been given sentences from six months to a year following Van Gogh's Poppy Painting theft trial, but the painting is yet to be found



",Art
405,"

Helsinki rejects Guggenheim museum proposal



Helsinki rejected a proposal to build a 140 million euro Guggenheim museum on the Finnish capital's waterfront, a notice on the city's website said on Wednesday



",Art
406,"

Munch's 'The Scream' the most expensive piece of art ever sold at auction 



Edvard Munch's masterpiece 'The Scream,' one of the world's most recognizable works of art, sold for $120 million at Sotheby's on Wednesday, setting a new record as the most expensive piece of art ever sold at auction



",Art
407,"

Graffiti Hareemi to honour Egypt's female workers on Labour Day



'Female Graffiti' campaign will spend Labour Day in the industrial city of Mahalla to honour female labourers who played decisive role in last year's historical Tahrir Square uprising



",Art
408,"

Minister of Culture opens the 34th National Arts Exhibition in Cairo



The exhibition of fine arts will take place at the Cairo Opera House until 15 May



",Art
409,"

Pulse II: Young art lives on



In a sequel to last autumn’s young art exhibition, Tache Art features a diverse collection by emerging Egyptian artists in Pulse II this spring



",Art
410,"

Art of origami unfolding in Egypt



Origami is more than just paper folding - it's a way of life and a tool for understanding the world, says Ossama Helmy, founder of the Arab Origami Centre



",Art
411,"

'Egypt Above All' exhibition to open Thursday 



Museum of Modern Egyptian Art at the Cairo Opera House to host Ramzy Mostafa's latest 'Egypt Above All' exhibition 26 April-13 May



",Art
412,"

Mohamed Abla to exhibit at Dubai's Artspace



On Monday 23 April, Egyptian renowned artist Mohamed Abla opens his solo show 'My Family' at Dubai's Artspace



",Art
413,"

Joan Miró masterpiece sets world record at auction



On Tuesday 19 June, Joan Miró’s 1927 masterpiece Peinture (Étoile Bleue) sold for US$36.9m at Sotheby’s London sale of impressionist and modern art



",Art
414,"

'Sit down, I'll tell you a story' at Mashrabia Gallery



Photography exhibition on stories told by chairs set to open on 20 June at Mashrabia Gallery



",Art
415,"

Sexual harassment in Egypt challenged through artwork



Townhouse Gallery and Darb 1718 call for artists to present work tackling issue of sexual harassment for exhibition opening on 15 July



",Art
416,"

Libya: Gunmen attack Tunisian consulate to protest religiously 'offensive' exhibition



After the rioting by Tunisian Salafists on 12 June over an exibition deemed 'insulting' to Islam, armed gunmen stormed the Tunisian consulate in the Libyan city of Benghazi yesterday



",Art
417,"

'If only he had lived longer': Fortuny, Catalonia’s greatest Orientalist painter



Barcelona celebrates the legacy of Catalonia’s greatest Orientalist, Marià Fortuny, as the National Museum of Catalan Art exhibits 50 of his prints, some of them never put on show before



",Art
418,"

Minister of Culture to open 'Lotus Flower' exhibition on Wednesday



The exhibition of works by Amr Fahmy will include portraits of contemporary Egyptian figures



",Art
419,"

Cairo’s summer pool of art



Cairo galleries display a variety of collections, giving the viewer a breath of fresh air in the summer heat in the form of art



",Art
420,"

Restored Caravaggio's ""Lazarus"" shown in Rome 



Caravaggio's Resurrection of Lazarus has been restored for the first time in 60 years and will be on display in Rome's Palazzo Brashi until 15 July



",Art
421,"

Ai Weiwei lawsuit gets unusual nod from Chinese court



A Chinese court will open hearings on Wednesday on an unusual lawsuit by dissident artist Ai Weiwei, who is challenging a 15 million yuan ($2.35 million) tax evasion penalty imposed on the company which markets his work



",Art
422,"

""Booming"" Dubai art market forced to shift gears 



Dubai has discovered there really are some things money can't buy



",Art
423,"

'Supermarket' exhibition at Gezira Art Centre



An exhibition emulating a supermarket offers a critique of consumerist culture, and will run from 20 June until 4 July



",Art
424,"

The quiet passion of photographer Sonbol graces Warsaw gallery



Situated in the heart of Warsaw, Smolna Gallery hosts an exhibition of works by Sherif Sonbol, a contributor to Ahram Online, among Egypt's greatest photographers and an artist with remarkable sensitivity



",Art
425,"

Artellewa calls on artists to engage with local community in upcoming project



Artists and students of art education are encouraged to apply to run workshops with the children of Ard Ellewa district during the summer in the Artewella gallery



",Art
426,"

Artist's suit revived against Saudi Royal Family



A US appeals court is reviving a lawsuit by an artist who says he is owed nearly $12.6 million for 29 sculptures he designed for the Saudi royal family



",Art
427,"

Tintin comic book cover fetches record price at auction 



Tintin rare comic book cover from 1932 sold for a record 1.3 million euro at Paris auction



",Art
428,"

London gallery unveils Ai Weiwei summer pavilion



Embedded in the pristine front lawn of London's Serpentine Gallery lies its latest creation, a large circular structure made of muted steel and earth-colored cork



",Art
429,"

Egyptian photographer displays works at Mediterranean Photography  Festival, France



The second year of the Mediterranean  Photography  Festival(PhotoMed) will be open until 17 June, highlighting Morocco, while Egyptian Nermine Hammam displays her works among international photographers



",Art
430,"

Marrakech Art Fair deferred until October 2013



The third annual Marrakech Art Fair, originally scheduled for October 2012 under Simon Njami’s direction has been deferred until fall 2013



",Art
431,"

Beirut Art Fair to include numerous galleries, artists, art lovers from MENA region and Europe



The third year of the Beirut Art Fair to be held 5 - 8 July will welcome works from over 40 galleries the Middle East, Europe and North Africa



",Art
432,"

Special Needs art exhibition at Al-Hanager



Al-Hanager Art Centre will host an art exhibition by artists with special needs 29 May until 7 June



",Art
433,"

'Hëy’Ya Arab Women' sports Photography show at Sotheby in London



Hëy’Ya meaning let's go in Arabic, is the title of an exhibition held at Sotheby’s, London from 25 July till 11 August 2012. The exhibition will be also on display at QMA gallery; Doha at the beginning of next year



",Art
434,"

Swiss artist to address Egypt's new president at Cairo Atelier



Jean-Luc Marchina's multimedia project – entitled 'Dear Mr. President' – will run from Sunday, 29 July, to Friday, 3 August, at the Cairo Atelier art gallery



",Art
435,"

PHOTO GALLERY: 'Arab Express: The Latest Art from the Arab World' at Mori Art Museum, Tokyo



Featuring 34 artists, 'Arab Express: The Latest Art from the Arab World' is a diverse exhibition that reveals contemporary Arab culture to a Japanese audience



",Art
436,"

Arab Express: First contemporary Arab art exhibition opens in Japan



Ahram Online talks to Fumio Nanjo, Mori Art Museum curator running the exhibition about breaking stereotypes and forging dialogue between the Far East and the Arab World



",Art
437,"

Christie’s Dubai announces Middle East art sale



Christie’s Dubai announces Modern and Contemporary Arab, Iranian and Turkish Art sale to take place on 23 and 24 October 2012



",Art
438,"

Chinese court upholds Ai Weiwei tax fine



A Chinese court on Friday upheld a $2.4 million fine for tax evasion against the country's most famous dissident, Ai Weiwei, after barring him from attending the hearing



",Art
439,"

Artist's work rises from Baghdad's ashes



As Baghdad burned, Iraqi artist Qasim Sabti headed for one of the places he loved the most - the Academy of Fine Arts - only to find thousands of its books and archives on fire



",Art
440,"

Gustav Klimt up close and personal on his 150th birthday



On his 150th birthday, Vienna's museums offer an intimate look at Gustav Klimt, digging beneath the layers of paint and scratching away at the artist... but not without a good dose of kitsch



",Art
441,"

Celebrating Gustav Klimt: The Egyptian connection



As the world joins Vienna in celebrating the 150th anniversary of Gustav Klimt, Egypt largely remains oblivious to the ‘Egyptian connection’ in his art works



",Art
442,"

Art goes Virtual



The trend of online art is one of the most exciting developments in art today and Egypt’s art scene is making steps towards presenting art online. Ahram Online weighs the pros and cons of virtual art



",Art
443,"

'Saad Zaghloul' art exhibition next Tuesday 



A visual art exhibition will open Tuesday 10 July capturing the life of Egyptian political figure Saad Zaghloul



",Art
444,"

Fallen Arab leaders at Dubai's Ayyam Gallery



Until 12 July, Dubai’s Ayyam Gallery presents Ammar Abd Raddo, who captured Arab and international leaders with his camera lens throughout years



",Art
445,"

V&A and British Museum to reveal expanded Arab photo and art collection



British Museum and Victoria & Albert Museum will receive funds to develop their collection of Middle Eastern photography and art for exhibitions opening in November



",Art
446,"

 Authors say they find 100 new Caravaggio works in Italy



Italian art experts say they have discovered about 100 previously unknown sketches and paintings by Caravaggio, the Italian baroque painter whose realistic and dramatic canvases set a new standard for Western art



",Art
447,"

Voice of Tunisian spring calls for justice, equality



Attacks on art in Tunisia by Salafi Islamists are mainly driven by frustration over the injustices of daily life in the North African country rather than pure religious ideology, a Tunisian revolutionary singer said



",Art
448,"

In the beginning, there was art



Spanish cave paintings re-dated with more accurate techniques shed light on the origin of artistic creativity, proving that art predates modern man. Egypt is no stranger to the story



",Art
449,"

Art show riot reflects religious divide in new Tunisia



The interviewed artist agreed asked not to be named. Picking up a piece of work vandalized by Islamist zealots at a recent arts fair in a suburb of Tunis, she said: ""Don't describe it or people will know who I am.""



",Art
450,"

Noodle Soup: A desperate and successful attempt at making bad art



What is art? Opening Friday night at the dimly lit Arthropologie Gallery in Zamalek, a young addition to the art scene in Cairo, Noodle Soup drew many art enthusiasts to a rather satirical artistic endeavour



",Art
451,"

Harassmap and Darb 1718 Art says 'Enough' to sexual harassment



Darb 1718 and Harassmap, having called for submissions on the theme, present a collective exhibition encouraging women to say 'Enough'



",Art
452,"

Chinese crackdown boosts artist Ai on world stage



The worse things get for Chinese dissident Ai Weiwei at home, the greater his reputation as an artist and activist becomes abroad, a point campaigners say Beijing may want to bear in mind as it seeks to muzzle him



",Art
453,"

Amateur disfigures painting of Christ in Spanish town



A small Spanish town is trying to figure out what to do with a 20th-century painting of Christ that was disfigured by a local artist who was trying to restore it



",Art
454,"

In warm memory of Amal Kenawy



On Wednesday 22 August, the Egyptian art world lost one of its exceptional female artists: Amal Kenawy



",Art
455,"

Gallery Misr's summer exhibition showcases work by Egyptian artists



Zamalek's Gallery Misr will exhibit work by a range of up-and-coming local artists until mid-September



",Art
456,"

Britain stops export of key Picasso painting



Britain has placed a temporary export ban on a key Picasso painting which had been on loan to a public gallery since 1974 before its aristocratic owners decided to put it up for sale



",Art
457,"

Giant outdoor library aim to draw attention to value of print in Belgium



A large library stands in the Saint Peters Abbey vineyard in Ghent, Belgium until 16 September, boldly highlighting the printed word above the digital craze



",Art
458,"

Middle Eastern-inspired art on display in Singapore



UAE-based artist Vincent Leow's work is partly inspired by recent political events in the Arab world



",Art
459,"

Summer Collective Exhibition ongoing at Safarkhan Gallery



Modern and contemporary art is featured in Summer Collective Exhibition, now at Safarkhan Gallery in Cairo



",Art
460,"

Grammy Museum unveils tribute to Whitney Houston



The Grammy Museum unveiled a tribute to Whitney Houston on Wednesday, put together by family members to celebrate the late pop star's career



",Art
461,"

Three Egyptian artists participate in London exhibition Friday



'Eclectica from Hackney and the World' held at the Espacio gallery in London celebrates cultural diversity



",Art
462,"

Cairo's Darb 1718 to hold open discussion for artists on Thursday



Six renowned Egyptian artists invite other artists and art lovers to join discussion about planned publication aimed at establishing novel forms of communication



",Art
463,"

Egypt's Al-Mawred Al-Thaqafi offers grant for Arab artistic exchanges



Cultural Resource has begun accepting submissions for its 'Mawaeed' programme, which aims to support cultural and artistic exchanges throughout the Arab world



",Art
464,"

Egypt, four other Arab countries participate in Baltim Symposium in September



The Baltim Symposium will feature artists from Saudi Arabia, Lebanon, Iraq, Yemen and Egypt, aiming to cultivate the Arab fine arts and support cultural relations in the region



",Art
465,"

South Korea's 9th Gwangju Biennale features Arab art



The 9th Gwangju Biennale, which opens 7 September, brings art from Egypt and the Arab world to South Korea



",Art
466,"

Egyptian culture minister meets with Yemeni counterpart



Minister of Culture Mohamed Saber Arab pursues cross-cultural collaboration with fellow Arab-Spring country, Yemen



",Art
467,"

A promenade through a decade’s art



The Zamalek Art Gallery’s summer collective marks their 10th ‘Masterpieces’ exhibition



",Art
468,"

The ‘Sights And Sounds’ Of Alexandria in San Diego



San Diego artist Bob Medina presents his take on Egypt in his exhibition 'Where You From? A Collection of Sights and Sounds from Alexandria,' which runs until 12 August at a California gallery



",Art
469,"

'What's Your Colour?' arts project opens in Assiut



An visual art project aiming at creating self-awareness, entitled ""What's Your Colour?"" opens in Assiut



",Art
470,"

Fine arts syndicate head mulls statues of Egypt revolution's fallen



Hamdy Abu El-Maaty considers prospect of making statues depicting 'martyrs' of last year's uprising to be erected in public squares nationwide



",Art
471,"

A Traveler’s Stories: Photojournalist Ahmed Hayman at El-Sawy Culturewheel, Sunday



Award-winning photojournalist Ahmed Hayman holds an open talk and photography show tonight, Sunday, at El Sawy Culturewheel



",Art
472,"

Art and mint tea at Arthropologie 



Arthropologie art gallery in Zamalek offers an alternative Ramadan experience for art enthusiasts



",Art
473,"

Photography by Ziad Bakir, martyr of revolution, to show in Zamalek



Starting Saturday, Zamalek's Faculty of Fine Arts will feature work by photographer Ziad Bakir, killed by security forces at the height of last year's Tahrir Square uprising



",Art
474,"

Arab Festival of Caricature to kick off in Egypt, Libya and Tunisia



In December, Egypt, Libya and Tunisia will host the Arab Festival of Caricature, an event aiming to showcase the works of the region's accomplished caricaturists



",Art
475,"

Life imitating art? Warhol-inspired soup for sale



On the 50th anniversary of Andy Warhol's first solo exhibition Campbell's Soup and the Andy Warhol Foundation bring Warhol's iconic paintings to consumers



",Art
476,"

Political cartoonist jailed in India sedition case



A political cartoonist whose drawings mock Indian government corruption has been jailed in sedition investigation that was widely condemned as evidence of political leaders' growing intolerance of criticism



",Art
477,"

Johannesburg highlights African art



Fourth annual Johannesburg exhibit showcases artists, galleries and museum collections from across Africa provoking debate on many of Africa's social issues



",Art
478,"

Decade on, Iraq to replace iconic Saddam statue



Monument by Abbas Gharib to replace bronze statue of Saddam Hussein pulled down with help of US marines on 9 April 2003



",Art
479,"

Video project by late Amal Kenawy showcased at Beirut gallery 



Late Egyptian artist Amal Kenawy's 'You Will Be Killed' to be exhibited at Q Contemporary gallery in Beirut this month



",Art
480,"

Egypt paintings might fetch record price at Christie’s art auction



Two masterpieces by Egyptian Mahmoud Said to be auctioned through Christie’s in Dubai on 23 and 24 October might set a new world record for an Arab painting sold at auction



",Art
481,"

Sleeping Beauty recreated in Kiev museum



A Ukrainian-Canadian artist is presenting an interactive art project called ""Sleeping Beauty,"" in which five attractive young women take turns sleeping under dim lights in Kiev's top gallery



",Art
482,"

Arab curator in South Korea Biennale



Iraqi co-artistic director of the 9th Gwangju Biennale, Wassan Al-Khudhairi, talks to Ahram Online about the South Korean art extravaganza and Arab work therein



",Art
483,"

The Fertile Crescent: Female artists from the Middle East take on New Jersey



The Fertile Crescent: Gender, Art, and Society is a project that brings together 25 female artists from 11 countries across the Middle East in a series of exhibitions in New Jersey, US



",Art
484,"

Safarkhan Gallery spreads the virus of art onto the street



The petite art gallery in Zamalek that typically hosts modern and contemporary works presents in October 'The Virus is Spreading' an art show that uses the streets as its canvas



",Art
485,"

Homage to Amal Kenawy at Amman's Darat Al-Funun 



Exhibition paying homage to Amal Kenawy, an Egyptian artist who passed away recently, will be held at Darat Al-Funun in Amman, Jordan



",Art
486,"

Iranian artist Reza Derakshani holds solo exhibit in New York gallery 



Silence of the Night, a solo exhibition by artist Reza Derakshani featuring 10 sand paintings and an installation, opens 6 September at the Leila Heller Gallery in New York



",Art
487,"

 Masterpieces by Mahmoud Said to lead October auction at Christie's in Dubai



The masterpieces El-Zar and Pêcheurs à Rosette, by Egyptian painter Mahmoud Said, will lead October's Modern and Contemporary Arab, Iranian and Turkish Art Sales in Dubai



",Art
488,"

“Come Invest in US, you'll Strike Gold”



Vienna hosts artwork from the Middle East and North Africa in September exhibition



",Art
489,"

Picasso, Duchamp in first ever face-off in Stockholm



""Picasso/Duchamp: He was wrong"" currently held at Stockholm's Museum of Modern Art, the title based on Picasso's reputed laconic remark on learning of Duchamp's death in 1968.



",Art
490,"

The Changing Room: Arab transformations exhibited in London



The Changing Room - a collection of photo, video and installation projects from the Arab world on the desire for change - is displayed in a magic shop, an underground gallery and directly on the London street



",Art
491,"

Egyptian artists to participate in the World Event Young Artists in Nottingham



The World Event Young Artists that will be held in Nottingham, 7 - 16 September will include works from Egyptian and other Middle Eastern artists



",Art
492,"

Egyptian artist Wael Shawky's solo exhibit in Berlin opens Saturday 25 August



Wael Shawky, winner of the Ernst Schering Foundation Art Award 2011, exhibits a new installation work in Berlin



",Art
493,"

Shadow Sites: Recent Work by Jananne Al-Ani



Three recent video installations by Iraqi-born artist Jananne Al-Ani are currently on view at the Arthur M. Sackler Gallery in Washington DC.



",Art
494,"

New art space opens in Zamalek this October



New gallery 6 Contemporary Arts opens this October with an exhibition by local artist Eman Abdou on everyday household objects



",Art
495,"

Twelve Egyptian artists at International Beijing Biennale



Twelve Egyptian artists take part in this year's International Beijing Biennale at Chinese National Museum



",Art
496,"

EU delegation in Egypt launches competition for young photographers



The fifth annual competition held by the European Union delegation in Egypt has the theme 'Women of New Egypt'



",Art
497,"

Group claims Da Vinci painted early Mona Lisa work



Zurich-based foundation says it will prove on Thursday that Leonardo Da Vinci painted an earlier version of the Mona Lisa — a claim doubted by at least one expert on the multifaceted Renaissance artist



",Art
498,"

Chinese court upholds fine against dissident Ai Weiwei



Court upholds $2.4 million tax evasion fine against China's most famous dissident Ai Weiwei, he risks jail if he does not pay



",Art
499,"

‘Generations 1’ at Picasso Art Gallery



Culture Minister Saber Arab and popular singer Mohamed Mounir inaugurate exhibition at Picasso Art Gallery



",Art
500,"

Egyptian revolutionary photography in Germany 



Museum of Photography in Braunschweig shows 'Cairo. Open City: New Testimonies from an Ongoing Revolution' from 28 September, featuring several Egyptian curators, photographers and artists



",Art
501,"

Hydrarchy publication to launch at CIC



Publication documenting 'Hydrarchy' exhibitions and symposiums exploring shift of geopolitical discourse and border relations from land to sea launches at Contemporary Image Collective in September



",Art
502,"

Intersecting Lines opens this week at Al-Hanager Art Centre 



A group of contemporary visual artists come together in a collective exhibition entitled Intersecting Lines, opening Monday at Al-Hanager Art Centre



",Art
503,"

AUC celebrates life, work of 2011 martyr/artist Ahmed Basiony



The American University in Cairo is organising a trilogy of events that commemorate the artwork of Ahmed Basiony, martyred during the Day of Rage protests on 28 January 2011



",Art
504,"

Mashrabia Gallery opens new season with educational exhibition for children



A project that exposes children to pioneers of modern Egyptian artists will be exhibited at the Mashrabia Gallery starting 23 September



",Art
505,"

Egypt street art vents anger at president after whitewashing



Whitewashing the walls of Mohamed Mahmoud street, near Tahrir Square, including revolutionary graffiti has fuelled anger against Morsi's government



",Art
506,"

Ai Weiwei to contribute to German show at Biennale



Prominent Chinese dissident will take part in Germany's pavilion at upcoming Venice Biennale, to be held between June and November of next year



",Art
507,"

Games and celebrities in Ahmed El Shaer's Mashrabia exhibition 



Contemporary artist Ahmed El Shaer experiments with gaming technology and celebrity portraiture this October at the Mashrabia Gallery



",Art
508,"

Munch's 'The Scream' to show at NY Met Museum



After selling for $120 million in auction, iconic image will be put on display at New York's Museum of Modern Art in October



",Art
509,"

Louvre opens new wing to restore 'full glory to Islam'



In wake of recent flap over anti-Islam film, Louvre Museum in Paris is set to open new wing dedicated solely to Islamic art and culture



",Art
510,"

The Virus is spreading, says artist Ganzeer in his new exhibition



Well-known visual and graffiti artist Ganzeer describes to Ahram Online the concept of his exhibition opening 1 October at Safarkhan Gallery on revolutionary versus orthodox art



",Art
511,"

Bibliotheca Alexandrina calls for participation in miniature graphics event



The 3rd Biennale for Miniature Graphics will take place in April next year



",Art
512,"

Youssef Kamel's art vanishes in Egypt's security vacuum



Artist's family finds home after 40-year absence ransacked and occupied by thugs who have dug up foundations looking for artefacts, ignoring value of paintings belonging to Egypt's father of impressionism



",Art
513,"

UK's Tate galleries expand global art projects



The Tate is looking to broaden its scope and feature art from across the globe, including work from the Middle East and Africa



",Art
514,"

Legal fight lost, Ai Weiwei starts repaying fans' loans



Ai Weiwei says he has started returning money to supporters who had sent him $1.3 million over the past months



",Art
515,"

Photopia brings photography to Cairo's Heliopolis



A new space for photography launched in June, aspiring to be a new hub in Cairo for photographers and appreciation of the image



",Art
516,"

Egyptian art workshop for kids to launch Saturday



Art workshop by artist Sahar Abdallah to be held every Saturday in November at the Integrated Care Society’s Cultural Centre



",Art
517,"

Egyptian artists tackle question of 'Identity' in Hamburg exhibition



'Identity' inter-cultural exhibition at ART-NAH gallery, Germany, presents diverse works exploring the self by three Egyptian artists: Shayma Kamel, Hany Rashed and Ali Abdel-Mohsen



",Art
518,"

Flowery tanks: Painting exhibition tackles political-domestic relations



In her debut solo exhibition 'Domestic Relations: The Couch,' visual artist Eman Abdou helps raise questions in a series of paintings that negotiate the interplay between politics and domestic life



",Art
519,"

Swiss offer military bunkers as art storage answer



Swiss offers disused military facilities, heavily fortified during World War II against Nazi invasion, as storage locations for art



",Art
520,"

Dia al-Azzawi's 'Sabra and Shatila Massacre'



Iraqi-born painter Dia al-Azzawi's work captures the state of abjection which led to the 1982 massacres



",Art
521,"

Cartoonist Ali Farzat says fear defeated in Syria



Award-winning cartoonist, brutally beaten by Al-Assad's thugs over a year ago, continues to create images of defiance



",Art
522,"

(VIDEO) China's Ai Weiwei goes 'Gangnam Style' - with handcuffs



Ai Weiwei pokes Chinese 'censors back' with a video ""Gangnam Style""



",Art
523,"

Paintings by Mahmoud Said top Christie's Dubai sale



Works by father of modern Egyptian painting will lead next auction of Modern and Contemporary Arab, Iranian and Turkish Art on 23-24 October



",Art
524,"

Sudanese photography exhibition opens in Paris



French photographer Claude Iverné's pictures are based on his 20-year experience in Sudan



",Art
525,"

A woman's soul: Solo exhibition haunts and excites 



In 'Roh' (Soul) at Tache Art Gallery, young artist Shayma Kamel exhibits paintings that tackle societal changes and challenges faced by women in Egypt



",Art
526,"

Art Alert: 'Archives of an Artist' seminar highlights young Egyptian artists



A seminar at the Saad Zaghloul Cultural Centre will showcase promising young Egyptian artists on Tuesday



",Art
527,"

Doha hosts Sotheby’s Exhibition of Contemporary Art



The exhibition at the Katara Gallery in Doha, Qatar, includes works by Andy Warhol and Francis Bacon



",Art
528,"

 Qaddafi corpse inspires artist trio



Inspired by the bloody, dramatic death of Moamer Qaddafi, Chinese artist Yan Pei-Ming paints a trilogy depicting the dictator's lifeless body



",Art
529,"

Riyadh’s first contemporary art space opens with an all-female cast



Alaan Artspace opened this October in the Saudi capital with Soft Power, an exhibition reflecting a growing movement of Saudi female artists determined to negotiate their place as artists and as women



",Art
530,"

Latest war victim: Syrian museum of mosaics



The Alma Arra museum located in northern Syria, which houses one of the largest collections of mosaics in the Middle East, is suffering from daily bombings, tourists vanished



",Art
531,"

Revolutionary exhibition of Ahmed Basiouny: A martyr’s energy outlives him 



At a retrospective exhibition held at the AUC’s Sharjah Art Gallery, you meet Basiony the artist, who lost his life in the heat of Egypt's uprising



",Art
532,"

Ai Weiwei gets first big US show, shaped by his plight



Exhibition of Chinese artist and dissident Ai Weiwei opens this weekend in Washington, flavoured by his ongoing struggle with Beijing



",Art
533,"

Banksy's Christmas card: Israel/Palestine strife blocks holy family from Bethlehem



Banksy's Christmas card depicting Mary and Joseph interrupted by a Separation Wall causes a stir on social media



",Art
534,"

Al-Ahram Arts Centre adds arts museum to vibrant city of Cairo



Al-Ahram Arts Centre just launched under difficult times, but with a dedication to develop the arts and culture with its opening exhibition - a sort of 'museum' of Egyptian art



",Art
535,"

Art Alert: Opening of Al-Ahram Arts Centre and exhibition launch



Al-Ahram Arts Centre and its inaugural exhibition, 'Century of Egyptian Art', will launch on Sunday 9 December



",Art
536,"

VIDEO: PhotoCairo 5 explores visual culture



The fifth edition of PhotoCairo 5, scheduled to run until 17 December, will feature exhibitions, film screenings and a symposium



",Art
537,"

Libyan artists exhibit their works in Arab British Centre in London



‘The Libyan’ exhibits until 30 November works in various mediums by 8 contemporary Libyan artists, dispelling the idea that there is a lack of creativity from Arab Spring countries



",Art
538,"

Abu Dhabi to begin building Louvre early next year



Visitors to Abu Dhabi's latest attraction will be offered a journey through time when building of a branch of Paris's world-famous Louvre museum finally gets under way next year



",Art
539,"

E-galleries: Reshuffling the dynamic of Egypt’s art market



Two recently launched online art spaces, ArtsMart and Safarkhan’s e-gallery, are challenging the way art is experienced in the digital era



",Art
540,"

'Good' and 'bad' Salvador Dali finally meet



In the first Salvador Dali retrospective since his death, the Pompidou Centre in Paris showcases the artist's work and leaves it up to the audience to decide: madman or genius?



",Art
541,"

Darwish's 'Vivid Memory' unveils multilayered human emotions



Contemporary Egyptian artist Wael Darwish captures complexity of human emotion and uncertainty of life in shadow of ongoing social and political struggle in new exhibition



",Art
542,"

'The Non-Egyptian Restaurant' highlights food issues while filling the stomach



A food exhibition by Spanish visual artist Asuncion Molinos Gordo addresses the dire concern for food sovereignty at Artellewa Art Space until 27 November



",Art
543,"

'Light from the Middle East' at V&A Museum in London



In 'Light from the Middle East: New Photography', works by artists from across the region are under the spotlight in London, including pieces by Egyptian artists Nermine Hamman and Youssef Nabil



",Art
544,"

Libyans discover video art after four-decade cultural vacuum



A new video art exhibition gives Libyans a taste of art free from regime control



",Art
545,"

Right-to-Left: Arab and Iranian visual cultures spotlighted in Berlin exhibition 



Egyptian visual and graffiti artist Ganzeer participates in the poster exhibition in a Berlin gallery, alongside Arab and Iranian artists and designers



",Art
546,"

Egypt's studio photography explored in exhibit through historic archive



'On Photography' exhibition at Studio Viennoise opening on 14 November discovers contemporary approaches to studio photography through historical examples, with a chance for the audience to take part in image production



",Art
547,"

Art Alert: PhotoCairo 5 to be launched in multiple Cairo venues



Arts event PhotoCairo 5 will feature exhibitions, two screening programmes and a mentorship programme of young artists, opening on 14 November



",Art
548,"

 Huda Lutfi: The artist and the historical moment



Contemporary visual artist Huda Lutfi's paintings and installations illustrate the historical transformations in her beloved Cairo; the artist takes on the role of an archivist, capturing change through art



",Art
549,"

Art Alert: Egypt's Wael Darwish opens 'Vivid Memory' exhibition



Egyptian mix-media artist Darwish opens show exploring effect of continuous change on human memory through paint in Zamalek's Safarkhan Gallery, Wednesday



",Art
550,"

Exhibition at Darb 1718 proves trash can be art 



In an effort to raise awareness of Cairo’s mounting garbage crisis, Darb 1718 hosts an exhibition of art made from recycled household waste



",Art
551,"

2012 Abu Dhabi Art Fair: 'More than an art fair'



Fourth annual Abu Dhabi Art Fair, slated from 7 to 10 November, will provide a platform for modern and contemporary artwork from the Middle East and beyond



",Art
552,"

'Liberation' Egyptian exhibition opens in Sweden



Egyptian art exhibition, entitled 'Liberation' opened Saturday, 3 November in Boden Sweden under the auspices of Egypt's Ambassador in Stockholm Osama Majdoub



",Art
553,"

El Sawy Culturewheel to display 'censored' cartoons of Morsi



Cairo's most prominent cultural centre says it will display caricatures of President Morsi and Islamists, denies they were censored to please Muslim Brotherhood and Salafists



",Art
554,"

Khan Al-Shilan becomes a museum 



A historic landmark in Najaf Iraq, Khan Al-Shilan, is brought back to life as a museum capturing antiquities and paintings from the city of Najaf during the 20th century



",Art
555,"

Between art and activism: Inji Efflatoun’s life revisited



The Safarkhan Gallery pays tribute to a key figure in modern Egyptian art history, reviving rebel and artist Inji Efflatoun (1924-1989) in the January show, ""A Life in Struggle""



",Art
556,"

Syrian art and female identity in Jeddah this month



In January, Jeddah’s prominent Athr Gallery hosts a tribute to Syria and a bold exhibition by prominent Saudi artist Manal Al-Dowayen



",Art
557,"

Art Agenda: January 2013 Exhibitions



For art fans, Ahram Online prepares a guide of visual art exhibitions showing in Cairo this January



",Art
558,"

Pakistan gallery defies dictators



Rohtas Gallery, one of Pakistan's leading galleries defies dictatorship with art and supports young talent



",Art
559,"

Egyptian Art Today: Collective exhibition in Switzerland



Four Egyptian artists will exhibit a collection of paintings, photographs and installations at the Across Borders Gallery in Lucerne in February



",Art
