,Article Title,Category
1484,"

Egypt's Air Sinai resumes flights to Tel Aviv



Subsidiary of Egypt's flagship carrier is now flying to Ben Gurion International Airport after a 10-day suspension due to Gaza war



",economy
1485,"

US woos Africa as rivals eye economic growth






",economy
1486,"

BG Group profits rise but Egypt woes weigh






",economy
1487,"

New Egypt road network to be completed by end of 2014/15: Minister



Egyptian minister of transport says Egypt plans to build up to 3,200km of new roads, costing LE36 billion



",economy
1488,"

Egypt stocks hit highest level in 6 years in first trading after Eid






",economy
1489,"

EgyptAir flights switch to daylight time by Thursday midnight 



As of tonight 11:59pm (CLT), Egypt will re-switch to summer time by setting clocks one hour forward



",economy
1490,"

Eid holiday brings glad tidings for Egyptian economy as hotels fill, power crisis eases






",economy
1491,"

Russia bans Polish fruit and veg in apparent retaliation for sanctions






",economy
1492,"

Egypt tops the list of wheat importers from Russia in 2013/14: MENA



Egypt imported 19 percent of Russia's total wheat exports



",economy
1493,"

IMF agrees on $5 billion credit line for Morocco






",economy
1494,"

Egypt's Air Sinai cancels Cairo-Tel Aviv flights 



Cancellation follows those of other international airlines after a rocket struck a neighbourhood north of Ben Gurion International



",economy
1495,"

Top price of Kenya's highest grade tea rises at auction






",economy
1496,"

EgyptAir launches its first direct flight to Chad Saturday 



The decision comes as part of the Egyptian government's desire to play a greater role in Africa



",economy
1497,"

With new default looming, Argentina urges calm






",economy
1498,"

Africa e-commerce firm expands to new markets






",economy
1499,"

Microsoft says government officials make sudden visits to China offices






",economy
1500,"

Profits of Egypt's biggest dairy producer falls in Q2






",economy
1501,"

Egypt's trade deficit falls for ninth consecutive month



Trade balance deficit reached LE10.56 billion in April of this year, down by 51.9 percent from April 2013



",economy
1502,"

Egypt's foreign reserves inch up in July to $16.7 bn: CBE 



High revenues from Suez Canal and a drop in imports - freeing up dollars - boosts foreign reserves



",economy
1503,"

Egypt's main index up as foreigners continue buying trend



EGX30 records records over 9,000 points, buoyed by investor confidence and news of a Suez Canal mega project announced



",economy
1504,"

Finland lifts travel ban on Egypt's Sharm El-Sheikh 



Finnish decision to allow travel to popular Red Sea resort comes after six other European countries lift similar bans



",economy
1505,"

Head of Egypt's Suez Canal: new waterway will result in major increase in revenues



Mohab Memish said the new mega project was a 'necessity' after the increase of the total international trade



",economy
1506,"

Share prices for new Suez Canal project can't be varied: EFSA



Financial regulator says share scheme for new waterway is invalid and that the project hasn't yet applied for an initial public offering (IPO)



",economy
1507,"

Italy slides back into recession, falls behind EU neighbours






",economy
1508,"

U.S.-Africa summit garners over $17 bln in investment pledges






",economy
1509,"

Asian markets down as Ukraine conflict fears escalate






",economy
1510,"

Egypt to dig parallel Suez Canal in one year: El-Sisi 



Ambitious new project for a 72 km long waterway dug alongside the Suez Canal by mid-2015, with Egyptians contributing to the cost through shares



",economy
1511,"

Egypt's exports to US drop 37.6% while imports rise 7.6%



Most of Egypt's exports to the US are ready made clothes and furniture, while top imports include tobacco and electronics



",economy
1512,"

Egypt stocks up for the second day on Suez Canal mega project



Egypt stocks hit a record high since 2008 for the second day in a row on the inauguration of the Suez Canal project



",economy
1513,"

Egypt’s Vodafone hires Ericsson to improve its network quality



The agreement is the first of its kind for Vodafone Egypt and is expected to boost network availability



",economy
1514,"

General Electric to invest $2 billion in Africa by 2018



General Electric says Africa is its 'most promising growth region' as it launches energy, infrastructure and skills training projects acros the continent



",economy
1515,"

India lashes WTO, defends decision on failed trade deal






",economy
1516,"

Obama: US companies to invest $14B in Africa






",economy
1517,"

Egypt stocks boosted by Suez Canal mega project news



'Investors expect an economic boom in most sectors when the Suez Canal industrial hub project sees the light,” says Eissa Fathy of the Cairo Chamber of Commerce



",economy
1518,"

Egypt seeking $1.5 bln loan to repay oil debts: Oil Minister






",economy
1519,"

Egypt's Arab Contractors suspends $4 mn in Libyan projects, recalls workers 



Outbreak of violence in neighbouring Libya causes leading construction firm to pull out nearly 40 employees and halt projects



",economy
1520,"

OMV says producing again in Libya



Austrian oil group has resumed production in Libya after its operating profit halved in the second quarter



",economy
1521,"

Profits of Egypt's biggest lender hits LE3.5 bn in 2013/14 



The National Bank of Egypt's deposits have also risen to LE393 billion



",economy
1522,"

Emirates agrees $425 mn loan for two A380 jets - bank






",economy
1523,"

Egypt's steel rebars see price hikes in August 



Price hikes attributed to the rising cost of natural gas



",economy
1524,"

Egypt's Giza governorate sees first day of new bread subsidy scheme



The new subsidy scheme is expected to included an additional 1,3338 bakeries



",economy
1525,"

Egypt's market up on positive financial results by banks



Investor optimism due in part to new economic projects - like digging a parallel Suez Canal - and positive results from banks like Abu Dhabi Islamic Bank



",economy
1526,"

Chocolate maker Barry Callebaut cancels Ivorian meeting on Ebola fears






",economy
1527,"

Gold dips on firmer equities; Middle East, Ukraine tensions eyed






",economy
1528,"

Egypt's urban inflation hits highest monthly increase in 6 years in July



Increase in fuel and electricity prices have raised prices of other commodities and contributed to rise in inflation



",economy
1529,"

Egypt's main index down on profit making



Benchmark index down 0.39 percent with modest turnover after last week's record-setting performance as investors seek profits



",economy
1530,"

Egypt to hold price for local wheat steady






",economy
1531,"

Tunisia's January-July trade deficit jumps 18 %






",economy
1532,"

Etihad buys 49 % of loss-making Alitalia






",economy
1533,"

Militant advance disrupts oil production in Iraqi Kurdistan



London listed Afren was the first firm operating in Kurdish Iraq to cut production as the Islamic state militants approach Arbil



",economy
1534,"

Egyptians report regular power blackouts



Hot weather puts a strain on Egypt's electrical grid



",economy
1535,"

World Bank says overoptimistic forecasting may lead to MENA policy errors



A World Bank report warns of the impact of overoptimistic forecasting in the Middle East and North Africa



",economy
1536,"

Turkey's Bank Asya says exclusivity deal with QIB ends



Exclusive deal for Qatar Islamic Bank to acquire a stake in Turkish bank Aysa was cancelled, Aysa is looking for other investors



",economy
1537,"

Mubarak-era Egyptian steel tycoon Ahmed Ezz released on bail



After three years behind bars, steel tycoon hits the streets after paying LE152 million in unpaid bills, money laundering charges and illicit gains



",economy
1538,"

Russia retaliates against Western sanctions with food ban






",economy
1539,"

Egypt’s stocks end week in green on investor confidence



Bourse returns to price limits from before 2011 uprising and precautionary measures are lifted



",economy
1540,"

Panama Canal turns 100 as expansion hits snags






",economy
1541,"

Coke buys $2.15 bln stake in Monster






",economy
1542,"

Clash with West accelerates outflow of Russia's most prized assets: Money and brains






",economy
1543,"

Egypt's stocks hit nearly 7-year high, despite protests



High daily turnover worth over LE900 million to close the week's trading as market undeterred by Rabaa anniversary protests



",economy
1544,"

Egypt's EFG-Hermes shows highest quarter profits in 4 years



Considerable rise in profits for country's biggest investment bank is largely due to investments from Gulf Cooperation Countries



",economy
1545,"

Egypt's SODIC hits 5-year high, doubles profits in H1/2014



Stellar first half of 2014 for Egyptian real estate developer, as share prices reach LE44 and net profits are doubled from same period last year



",economy
1546,"

Gold miner Centamin sees 74% lower profits in 1H14



Reduced production at Sukari gold mine during first half of 2014 hits profits at Centamin



",economy
1547,"

Russia's Rosneft asks state for $40 bn to weather sanctions 






",economy
1548,"

Egypt-Sudan border crossing to open in next few days: Ministry



Opening is delayed after initial announcement of 12 August; minister forecasts 'drastic change' in coming period between two countries



",economy
1549,"

Egypt targets India, key European markets in tourism push



Tourism ministry grants Indians visas upon arrival and looks to reopen cultural tourism with key European countries



",economy
1550,"

Egypt's main index slightly up amid high turnover



Strong trading continued to buoy the market Wednesday, with the benchmark EGX20 reaching 9,288 points



",economy
1551,"

New bus service links Cairo with satellite cities



Bus service linking Cairo with its satellite cities will begin by the end of August, says tourism minister



",economy
1552,"

Month of war leaves Israel with tricky economic outlook






",economy
1553,"

Egypt's Medinet Nasr sees 3% rise in profits in 1H/14



Medinet Nasr Housing and Development's Tag Sultan project was the main driver of the firm's increase in profits



",economy
1554,"

Telecom Egypt posts 14% rise in Q2 profit, proposes dividend






",economy
1555,"

Sisi says discussed creation of Russian industrial hub in Egypt






",economy
1556,"

Egypt's main index slightly up, while broader indices decline 



Bourse rises slightly amid buying from foreigners and upsurge from real estate and financial services shares



",economy
1557,"

Russia to boost wheat supplies to Egypt, mulls free trade zone: Putin



After meeting El-Sisi, Russian president pledges to provide at least 5 million tonnes of wheat per year and to discuss Egyptian-Russian free trade zone



",economy
1558,"

Egypt sees foreign buyers in July's T-bills auction for 1st time since 2011



Central bank governor Hisham Ramez says foreign purchases of T-bills show Egypt is beginning to recover after years of turmoil



",economy
1559,"

Mubarak-era steel tycoon Ezz pays second tranche of LE100 mn fine



Ahmed Ezz pays LE33 million, the second payment toward a LE100 million fine on Tuesday



",economy
1560,"

Eni starts production at DEKA project in Egypt



Italian company starts natural gas production in Egypt's Deka gas project



",economy
1561,"

Egypt's president ratifies property tax law



Amendments to property tax low cover issues of raising property values, exemptions and forming assessment committees



",economy
1562,"

World Bank to advise on Egypt's Suez Canal mega project



Project will improve Egypt's 'economic landscape' and create new job opportunities for the country's youth, says World Bank official



",economy
1563,"

Ex-minister of trade & industry gets 15 years in prison for graft



Rachid Mohamed Rachid and daughter sentenced in absentia for allegedly smuggling LE0.5 million out of the country after 2011 uprising



",economy
1564,"

Moody's downgrades South Africa's four biggest banks






",economy
1565,"

Egypt's Pioneers Holding posts 55 pct rise in Q2 net profit






",economy
1566,"

Blackouts intensify in Egypt as consumption soars, production lags



Power cuts have increased this week in Egypt as production capacities fall and - the government says - terrorists target electricity pylons



",economy
1567,"

Oil prices rebound in Asia



Oil prices rebound in Asia Tuesday on bargain-hunting after tumbling on easing concerns about conflicts in Ukraine and Iraq, analysts say



",economy
1568,"

Libya returning to oil market despite violence



Rising production expected to return to last year's levels if situation stabilises in various oilfields, says Oil Minister



",economy
1569,"

Egypt's stocks revert to gains



Egyptian bourse main index inches up as foreigners buy



",economy
1570,"

Egypt awards Suez Canal mega project to Gulf-based Dar Al-Handasah



Bahrain-registered international firm wins rights to develop industrial hub along international waterway after beating 13 other bidders



",economy
1571,"

PM to announce winning consortium for Suez Canal project 



Fourteen international firms met the tender specifications for a massive economic development project in the Suez Canal region



",economy
1572,"

Egypt's Ezz Steel sees 110% y-o-y net profit drop in Q1



Company attributes losses of LE221 million to disruption in available utilities in Egypt, which caused a drop in production at its steel plants



",economy
1573,"

No limit on new Suez Canal certificates: Egypt's finance minister 



Egyptian investors can buy unlimited shares of investment certificates in the new Suez Canal mega project, to be issued next Sunday



",economy
1574,"

Egypt's main index down on profit making



Benchmark index down 1.35 percent, with foreigners net-sellers after long streak as net-buyers



",economy
1575,"

Egypt's stocks start week in the green



EGX30 up 0.61 percent after previous week's record highs as foreign investors remain net-buyers despite Sunday's slow down



",economy
1576,"

Egypt tourism revenue drops by 24.7 pct






",economy
1577,"

Egypt's unemployment slows in Q2/2014 to 13.3 pct



Unemployment in Egypt drops slightly, but Egypt remains far from the growth rates necessary to match job creation to its growing labour force



",economy
1578,"

Egypt's Qalaa Holdings Q1 net loss widens by 7%






",economy
1579,"

Egypt's new Suez Canal waterway to be funded by investment certificates: PM



Amending earlier announcements, Prime Minister Mahlab indicates that the new Suez Canal waterway will be funded by investment certificates as opposed to shares



",economy
1580,"

OCI N.V. reports 9% net-profit rise in H1 2014



Cash flow from operations are up as revenues reach $2.32 billion on 30 June, up from $2.25 billion in H1 2013



",economy
1581,"

Saudi CPC acquires Egypt's Sphinx Glass for $180 mn



Acquisition of Sphinx Glass is part of CPC's expansion in the MENA region and Qalaa's sell-off of non-core projects



",economy
1582,"

Suez Canal investment certificates to be issued in coming week: Media



Egypt's Central Bank governor tells Al-Watan that Suez Canal investment certificates will be issued in the coming week



",economy
1583,"

Burger King to buy Canada's Tim Hortons for $11.5 billion



Burger King plans to buy Canadian chain Tim Hortons Inc for more than $11 billion to become the world's third-largest fast-food restaurant group



",economy
1584,"

Standard Chartered looking to sell part of UAE business -sources






",economy
1585,"

Italy struggles with Plan B if Russian gas supplies cut 



Italy to seek gas supplies from Algeria if Russian Ukrainian conflict and violence in Libya result in a cut of its gas import



",economy
1586,"

Egypt's stocks down second day in a row on profit taking



Egypt's main index falls nearly .50 percent as re-pricing continues



",economy
1587,"

Austrian Finance Minister Spindelegger quits in tax reform row



Spindelegger resigns as his People's Party did not support him on income tax reform. The minister refused to cut taxes at a time of record high state debt



",economy
1588,"

Orascom gains in half-year 2014, despite tourism plunge



Real estate and construction gains help Swiss-listed company post net profits of 31.5 million Swiss francs, despite tourism revenues being hit by unrest



",economy
1589,"

U.S. court scraps order to seize Kurdish crude from tanker near Texas






",economy
1590,"

Egypt's main index in red amid foreign buying



Recent drops in the EGX30 are attributed to the re-pricing process, says an analyst



",economy
1591,"

Egypt trade deficit down in May



Trade deficit in decline for 10th consecutive month as exports increases 7.6% and imports fall 13.6%



",economy
1592,"

New airport city to create 120,000 jobs, at LE80 billion cost



Egyptian government announces another big development project - a multi-use airport city to be completed by 2020



",economy
1593,"

Egypt's indices back in the green on Sunday



Main index EGX30 up 1.3 percent as Egyptians start off the week as net-buyers amid lower turnover



",economy
1594,"

Egypt's property owners given 60 days to appeal valuation, taxes



Amendments to the property tax law were issued last week by Egypt's president, as the finance minister refines stipulations



",economy
1595,"

Brent weakens below $103 on rising supply, strong dollar



Brent Crude oil future drifts lower on Friday below $103 a barrel as strong dollar as rising exports from Libya and Iraq, US shale oil boom continue to pressure prices



",economy
1596,"

Dollar flatlines ahead of Yellen, Draghi at Jackson Hole



Dollar steady on Friday and world stocks were high as markets waited for steers from Fed and ECB on diverging policy plans



",economy
1597,"

Marsa Alam incorporated into Luxor governorate in Upper Egypt



Officials hope joining two cities - one with virgin beaches, the other with famed temples - will open up tourism options in Upper Egypt



",economy
1598,"

Egypt's stocks end week in red on profit taking



Stocks mostly down, except for Global Telecom Holding (GTH) - up 3.67 percent after US financial advisor announced details of Algerian Djezzy deal



",economy
1599,"

Oil falls towards 14-month low near $101 on ample supply



Oil prices fall sharply as Libya resume exports and demand slowdown in China



",economy
1600,"

Kellogg Co makes bid approach to Egypt's Bisco Misr



Bid for 51% stake in snack maker is second one to be announced since Abraaj Investment Management approached Bisco Misr in July



",economy
1601,"

 Egypt's Palm Hills Q2 net profit down 8.3 pct



Real estate developer posts net profit of LE84.7 million for 3 months ended on 30 June, compared to LE92.4 million in previous year



",economy
1602,"

Egyptian govt, activists fail to see eye-to-eye on labour law reform






",economy
1603,"

IMF approves $217 mln loan disbursement to Tunisia






",economy
1604,"

IMF approves $1.4 billion aid payment for Ukraine






",economy
1605,"

Malaysia Airlines to slash 6,000 jobs in survival bid






",economy
1606,"

Egypt's finance ministry aims to reform $4 bn in special funds



Ministry says it is working towards placing over 6,000 special funds worth billions under public scrutiny, like other state funds



",economy
1607,"

Egypt stocks rally as market picks up on thursday



EGX30 up 0.65% and turnover reaches LE644 million as Egyptians and non-Arab foreigners net-buyers at close of week



",economy
1608,"

U.S. second-quarter growth strengthens






",economy
1609,"

 South Africa's debut sukuk to be at least $500 million



Government plans to raise at least $500 million in upcoming first issue of Islamic bonds



",economy
1610,"

IMF chief charged with 'negligence' over graft case



Fate of former French finance minister in IMF position now hangs on board of directors' decision after formal investigation launched



",economy
1611,"

McDonald's in Russia shut for maximum term on health grounds



Court order the closing of three McDonald's in Moscow for 90 days on demand of consumer safety agency



",economy
1612,"

Fund managers look to make room for Alibaba



Amazon.com may be dumped along with other stocks as Chinese e-commerce giant gears up for IPO next month



",economy
1613,"

After disasters, stricken Malaysia Airlines staff brace for job cuts



A quarter of Malaysia Airlines 19,500 staff may lose jobs after two plane crashes this year



",economy
1614,"

Dutch farmers dump tonnes of produce as Russian sanctions hit prices



Dutch growers get rid of tonnes of tomatoes, pears and apples as prices go down due to Russian sanctions on food imports



",economy
1615,"

Egypt stocks see sideways movement on Wednesday



EGX30 closes 0.16% up as turnover drops to below LE600 million



",economy
1616,"

Tunisia growth slows to 2.2 percent in first quarter 2014






",economy
1617,"

Fashion chain Zara withdraws t-shirt likened to concentration camp uniform



Global chain pulls a children's top with a star associated with uniforms in Nazi concentration camps



",economy
1618,"

Emirates to finance oil product purchases for Egypt worth $9 billion: Press



Egypt to receive more aid from Emirates for one year starting September to be reimbursed on 4 years according to Al-Ahram daily newspaper



",economy
1619,"

Egyptian pound steady against the dollar at central bank sale






",economy
1620,"

Corruption costs poor countries $1.0 trillion a year: NGO






",economy
1621,"

Suez Canal project investment certificates to be issued Thursday



Egypt recently began digging a 72km waterway parallel to the Suez Canal, with the aim of increasing the international shipping route's capacity



",economy
1622,"

Egypt court suspends verdict cancelling Porto Venice land deal



New law safeguarding state contracts from third party challenges could let Porto Venice keep large tract of coastal land allocated directly by government authority



",economy
1623,"

Egypt business activity expands in August, hits 8-month high: PMI






",economy
1624,"

Belgium lifts travel ban on Egypt's Sharm El-Sheikh



Several key European countries have recently lifted travel warnings against the Red Sea resort town, imposed after February bombing of tour bus in South Sinai



",economy
1625,"

Egypt's main index hits 6 year high



The record high comes as the index passes the 9,500 level, achieving a record LE48.5 per share



",economy
1626,"

Egypt cooperates with WTO to save Bali trade agreement



Egypt has emerged as a mediator in a dispute between World Trade Organisation members and India over last year's trade facilitation agreement signed in Indonesia



",economy
1627,"

Egypt to borrow $1.4 bn to pay foreign oil debts



Loan will repay around 25 percent of $6 billion debt to foreign oil companies working in Egypt, amid drive to increase foreign investment



",economy
1628,"

Egyptian president ratifies Suez Canal Investment Certificates law 



President Abdel-Fattah El-Sisi has approved the Suez Canal investment certificates legislation, the certificates are tax free



",economy
1629,"

Egypt keeps interest rates unchanged on inflation risks



The Central Bank of Egypt (CBE) retains interest rate on fears of inflation increase and economic slowdown



",economy
1630,"

Egypt indices inch upwards after sideways session on Monday



EGX30 up 0.06% and EGX70 up 0.99% as turnover remains low at LE575 million



",economy
1631,"

China gives Microsoft 20 days to provide explanation in anti-trust probe



Microsoft one of at least 30 foreign companies under scrutiny by China regulators as government seeks to enforce six-year old antitrust law



",economy
1632,"

Egypt revises July inflation rate up to reflect impact of government price hikes



Monthly headline CPI up 3.6% instead of 3.1%, while annual figure reaches 11.1% instead of previously announced 10.6%



",economy
1633,"

Egypt pound steady on official and black markets






",economy
1634,"

Two LE100,000 properties taxed; LE2,000,000 property exempt



New rules exempt properties worth up to LE2 million, with multiple property owners paying on second and others



",economy
1635,"

German train drivers call three-hour warning strike






",economy
1636,"

Japan says electronics OK during take-off and landing






",economy
1637,"

 Egypt foreign reserves close to July level: Central bank governor






",economy
1638,"

Egypt’s main stock index sees slight rise amid low turnover






",economy
1639,"

Suez Canal project investment certificates available in Egyptian pounds only



Egyptian expatriates can buy LE-denominated certificates through overseas banks with ties to issuing banks, says Central Bank of Egypt



",economy
1640,"

No new debt for Germany in 2015, first time since 1969






",economy
1641,"

Egypt to hold donor conference in February: planning minister 






",economy
1642,"

Egypt puts back first LNG import terminal start to December 






",economy
1643,"

Facebook targets advertisers as 100 million log on in Africa 






",economy
1644,"

Egypt’s main index down on profit taking



EGX30 dropped .21 percent to record 9,703 points; daily stock turnover registered LE957.4 million



",economy
1645,"

IDB approves $425 mn loan to Egypt



Loans will help fund development of petroleum refinery and first phase of redevelopment work at Sharm El-Sheikh airport



",economy
1646,"

Foreign investment in Egypt doubles to over $6 billion in 2013/14 






",economy
1647,"

LE14.5 bn worth of Suez Canal certificates sold so far: CBE governor 



Large numbers of Egyptians are buying investment certificates to finance new Suez Canal project, says governor of central bank



",economy
1648,"

Egypt's main index opens week in the green



Construction companies biggest gainers on Sunday as EGX30 up 0.76 percent, with turnover of more than LE700 million, after last week's gains



",economy
1649,"

Egypt's foreign reserves reach $16.8 bn in August: CBE



Lack of major financial commitments helps reserves climb - but could be hit later this year when Egypt must return $3 billion to Qatar



",economy
1650,"

Renewable energy is Egypt's raft out of crisis: Experts



The solutions are known, but the will to implement them is absent, say energy experts discussing Egypt's energy crisis



",economy
1651,"

Suez, Panama, Nicaragua canal schemes miss trade boat: Analysts






",economy
1652,"

Gold up as U.S. payrolls misses forecasts; Ukraine eyed






",economy
1653,"

Egypt stocks end week of record gains in the green



EGX30 closes at 9,650 points amid strong turnover despite nationwide blackout



",economy
1654,"

LE6 billion worth of Suez Canal certificates sold on day one: CBE governor



Egyptian banks extend opening hours to meet demand as Egyptians line up despite nationwide blackout



",economy
1655,"

Egypt power outage costs Suez LE100 mn in losses



Traffic along the international waterway and industrial activity in nearby Red Sea towns were cut off Thursday from massive blackout



",economy
1656,"

Egyptian court suspends LE100 mn fine on steel tycoon Ezz



The fine against Ahmed Ezz came following a verdict on monopolistic practices that he is appealing before the Court of Cassation; court overturns similar against two others



",economy
1657,"

At 119 in Global Competitive Index, Egypt pushes new reforms



This year's World Economic Forum report on global competitiveness places Egypt one rank down at 119th out of 144 countries, though the drop is less steep than in recent years as reform efforts continue



",economy
1658,"

Egypt's EGX30 index up slightly as foreigners buy



Positive economic projections continued to buoy the market Wednesday, despite Egyptian investors seeking profits



",economy
1659,"

Egypt approves unified landline and mobile telecoms licence






",economy
1660,"

Egypt opens first solar-powered gas station



Station is part of pilot project from Misr Petroleum, as Egypt begins to look to solar power to beat its energy crisis



",economy
1661,"

IMF says Scotland 'yes' vote would create uncertainty



Scotland Independence vote could raise ""number of important and complicated issued"" says IMF spokesman



",economy
1662,"

EU signs 70 mn euro grant for Egypt job creation



Decision on 2014/2015 grant assistance to be taken next month, says EU ambassador to Cairo, and should create jobs in local communities



",economy
1663,"

Egypt's stocks end week of profit-taking in the red 



Benchmark index drops 1.16 percent to 9,475 after breaking the 9,500 resistance level the previous week - and bearish trend is expected to continue next week



",economy
1664,"

Egyptian pound steady on official market, down on black market



The Egyptian pound's value has remained steady since the government allowed it to weaken in May



",economy
1665,"

Oman's Renaissance to revive listing plans for Topaz arm-sources



Plans to list Dubai-based oil service Topaz awaken old plans to be listed in London stock exchange



",economy
1666,"

LE5.5 bn worth of Suez Canal certificates sold on Wednesday: CBE governor



Egyptians have bought LE33 billion worth of Suez Canal certificates in five days



",economy
1667,"

Brent falls below $98 as oversupply worries outweigh Mideast concerns



Prices reach 17-month lows as demand weakens and Libya production rises



",economy
1668,"

Egypt must revise trade agreements, extraction industry concessions: Experts



UNCTAD 2014 Trade and Development Report warns of growing trends that shackle government policy-making and waste sources of national revenue



",economy
1669,"

Pioneers to buy Arab Dairy in $35 mln deal: CEO






",economy
1670,"

Egypt's bourse declines for third day in a row



Stocks down for three consecutive sessions after record high on profit taking



",economy
1671,"

Egypt signs Sahara oil exploration deals with US firm






",economy
1672,"

Egyptians buy LE28 billion worth of Suez Canal Certificates in 4 days



Egyptian government raised around 50 percent of funds needed to enlarge its Suez Canal on Tuesday



",economy
1673,"

Majority owner of Egypt's Juhayna sells 1.2 pct of firm



Top shareholder in Egypt's largest dairy and juice company sells 1.2% stake in deal worth $14 mn to investment firm Pharon



",economy
1674,"

Egypt inflation keeps rising in August



Egypt's annual headline inflation rate rises to 11.4 percent in August, pushed by an increase in food prices



",economy
1675,"

Egypt seeks to cut public debt to 80% of GDP by 2017: Minister



Egypt's total public debt now stands at nearly 95 percent of GDP - but the government hopes reforms will slash both debt and the budget deficit



",economy
1676,"

Egypt to fix feed-in tariff for renewable energy 



Move should spark investment in alternative forms of energy in Egypt - hit hard by an energy crisis in recent years



",economy
1677,"

Elevator accident prompts review of Turkish work safety rules



Turkey will modify industrial safety standards after ten workers died at a construction site accident



",economy
1678,"

Egyptian developer Palm Hills secures LE2.4 billion loan 



Nine banks lend Palm Hills LE2.4 billion mainly to refinance other debts in addition to financing existing projects



",economy
1679,"

Egypt's stock decline on profit taking



Main index falls by more than 1 percent, with SODIC and Juhayna two of the only gainers in Tuesday's session



",economy
1680,"

We need an economic DNA, Hisham Ezz Al-Arab tells Euromoney



Chairman of Cairo International Bank says its time for Egypt to establish its economic identity



",economy
1681,"

Vimpelcom sells Wind Canada stake to investment firm






",economy
1682,"

Certificates for Suez Canal project sold out: CBE governor



Egyptians bought LE12 billion worth of certificates on Monday, the highest amount on one day since the offering started on 4 September, CBE governor says



",economy
1683,"

Court upholds 3 year jail sentence for Egypt tycoon Nassef Sawiris



Former OCI chairman sentenced in absentia to 3 years in prison and $7 million fine for failing to pay tax settlement to authorities after Prosecutor General's acquittal last February



",economy
1684,"

Egypt to generate 8 GW from solar, wind energy



New push for renewable energy sources includes solar and wind power, as Egypt tries to overcome energy shortages



",economy
1685,"

Egypt main index inches up amid low turnover 



EGX30 up 0.2% on Monday after volatile session as turnover dips to below LE500 million



",economy
1686,"

Egypt needs at least $28 billion in private sector investments: Minister 



Private investments to drive growth rate to 3.5% this fiscal year as the state streamlines budget, says Investment Minister



",economy
1687,"

Egypt expects $425 mln from Islamic Development Bank



Islamic Development Bank funds the development of an oil refinery and Sharm el-Sheikh airport



",economy
1688,"

Egypt tourism could fully recover by end 2015: Minister



Minister expects tourism to recover by the end of coming year, however, fears a degradation in case of infiltration of Islamic State militants to Egypt



",economy
1689,"

Egypt Suez Canal certificates to be sold-out in under 48 hours: CBE governor



LE52 billion ($7.3 billion) collected as of noon Monday out of targeted LE60 billion ($8.4 billion) for Suez Canal dig says CBE governor



",economy
1690,"

Egypt's stocks continue slide on profit taking, SODIC rights issue



Profit taking ahead of holidays and reshuffling of LE1 billion SODIC rights issue drive main index down to 9,427 points on Sunday amid weak turnover



",economy
1691,"

Egypt Post offers certificates for Suez Canal Project



Postal service accepts orders for Suez Canal investment certificates nationwide to help state meet overwhelming popular demand for investment in expansion project



",economy
1692,"

It's the economy, stupid!: Scots focus on money issues






",economy
1693,"

Egypt's trade deficit plunges in June



Egypt's trade deficit falls 63.5 percent year-on-year in June, as exports rise slightly and the value of total imports decreases sharply



",economy
1694,"

Egypt to ask IMF for first 'Article IV' consultations in 3 years



Egypt invites Fund for long-delayed economic assessment in hope of improving country's image before February 2015 investment conference



",economy
1695,"

Larger Apple iPhone shipments delayed amid record orders






",economy
1696,"

Egypt's growth rate expected to reach 3.5% in Q4 FY 2013/14: Minister






",economy
1697,"

US threatened Yahoo with huge fine over surveillance






",economy
1698,"

MENA Infrastructure looks to Turkey for second, $500 mln fund






",economy
1699,"

Two-thirds of the funds for Suez Canal expansion collected in 6 days



Many citizens view purchasing investment certificates as a patriotic duty



",economy
1700,"

Arab Bank never backed Hamas, lawyer tells U.S. jury






",economy
1701,"

Google to boost Android encryption, joining Apple






",economy
1702,"

Pound strikes two-year euro high amid Scotland vote






",economy
1703,"

Cyprus official: Egypt, Jordan interested in gas






",economy
1704,"

Egypt's main index up on CIB, Madinet Nasr Housing gains



Gains for foreign investors encouraged by Euromoney Egypt Conference



",economy
1705,"

Cheaper oil no big threat to Gulf economies, a boon for North Africa



Falling oil prices may help Arab economies ravaged by Arab Spring uprisings without doing major damage to Gulf's oil exporters



",economy
1706,"

Construction of $7 billion naphtha cracker to start soon in Egypt



The new factory will be the largest liquid naphtha cracker in the Middle East, requiring investment of $7 billion



",economy
1707,"

Egypt to buy 65% of oil product imports from UAE



Egypt signs deal with UAE to import gasoline, diesel, heavy fuel and LPG at ""appropriate"" price, says Cabinet Statement



",economy
1708,"

 Ebola could drain billions of dollars from African economies: World Bank



Epidemic could cost West African economies billions of dollars by the end of next year unless it is contained



",economy
1709,"

Dubai lender Mashreq sets sights on Egypt and Turkey, says CEO






",economy
1710,"

Egyptian and foreign buying lifts Egypt blue chip stocks Wednesday 



The EGX30 closes at 9,575 after an initial dip as market bellwether CIB and real estate stocks rally on combined Egyptian, foreign appetite



",economy
1711,"

Russia, Egypt seal preliminary arms deal worth $3.5 billion: Agency



The arms deal is the latest development in the reawakening of relations between Egypt and Russia



",economy
1712,"

Barclays Egypt to open new branches, expects profits to grow



Bank projects profits to grow by 15% this year as it plans expansion in upscale Cairo suburbs



",economy
1713,"

Egypt's main index up amid modest turnover



EGX30 up 0.93 percent as non-Arab foreigners shift to net sellers and real estate shares gain



",economy
